wdid,icrsra,icrsdec,spectype,teff,logg,Dpc
Gaia DR2 6133551024854124928,12 41 16.33,-43 45 15.82,DC:,6789.0,8.249,88.91
Gaia DR2 6133892693796254592,12 43 46.14,-42 05 13.71,DC:,5076.0,7.973,44.09
Gaia DR2 6134116517432601856,12 57 16.16,-46 46 48.82,DA,16630.0,8.231,94.53
Gaia DR2 6134600714866627584,13 05 59.60,-45 10 58.46,DA,7704.0,8.11,90.53
Gaia DR2 6136147860865539072,13 07 00.76,-42 01 47.56,DZ,6159.0,8.1,93.47
Gaia DR2 6136500945830458752,13 14 37.99,-43 12 37.48,DA,5586.0,8.184,75.61
Gaia DR2 6136750668119808512,13 22 40.64,-42 44 57.28,DA,6535.0,8.023,68.23
Gaia DR2 61372578696143616,03 29 13.61,20 59 37.76,DZ,6931.0,8.368,90.20
Gaia DR2 6137366635144789120,13 10 49.86,-42 32 32.26,DA,6156.0,7.996,66.32
Gaia DR2 6137644502348021504,13 09 53.55,-41 49 18.25,DA,6526.0,8.248,50.75
Gaia DR2 6138197419256873728,13 14 55.40,-40 29 43.19,DA:,5172.0,8.08,58.14
Gaia DR2 6139243024750489472,13 04 30.07,-41 21 29.65,,,,51.36
Gaia DR2 6139505150899739392,13 01 43.98,-40 41 32.58,DA,10409.0,8.464,85.01
Gaia DR2 6139927608179698304,12 47 52.65,-41 28 10.49,DA,16226.0,8.436,48.95
Gaia DR2 6140242854481597056,12 58 57.14,-40 45 31.84,CND,,,87.75
Gaia DR2 6140313395025336576,12 57 48.19,-40 21 48.83,DZ:,4575.0,7.862,53.03
Gaia DR2 6140341947970350336,12 59 02.91,-40 08 05.10,,,,98.15
Gaia DR2 6140410087623581440,12 53 23.51,-40 21 16.51,DA,5349.0,8.107,74.80
Gaia DR2 6140960766855198464,13 04 06.45,-40 36 36.77,DA,6021.0,8.029,82.91
Gaia DR2 6141666657614988928,13 11 51.08,-38 18 21.35,DA,6080.0,7.5,98.84
Gaia DR2 6141704453328101632,13 13 58.26,-37 46 37.68,DA,5601.0,8.081,95.30
Gaia DR2 6141769187076193152,13 12 59.10,-37 33 55.06,DA,11514.0,8.27,63.52
Gaia DR2 6142113879675019520,13 00 50.52,-38 45 13.62,DZ,7513.0,8.044,89.31
Gaia DR2 6142849659113374336,13 06 42.56,-36 30 51.44,DA,9648.0,7.993,78.27
Gaia DR2 6142894537227419264,13 07 12.84,-36 07 22.64,DA,11363.0,8.094,96.27
Gaia DR2 6143771741346292224,12 14 51.64,-45 13 22.07,DA,6632.0,8.428,94.44
Gaia DR2 6145471723761952000,12 25 26.41,-43 37 17.36,DA,4113.0,7.266,96.20
Gaia DR2 6146075660589291392,12 37 44.62,-41 31 30.50,DC,7346.0,8.117,75.49
Gaia DR2 6146335287066965376,12 28 03.06,-42 36 15.53,DA,11764.0,8.032,46.51
Gaia DR2 6146382871009431808,12 24 13.87,-42 29 55.50,DA:,4509.0,7.889,59.47
Gaia DR2 6146456061546262528,12 30 02.78,-42 05 39.54,DA,5966.0,8.027,94.13
Gaia DR2 6146937578919720448,12 32 59.64,-40 54 38.83,DA,4753.0,7.795,87.13
Gaia DR2 6146985579474565376,12 34 08.07,-40 25 44.03,DA,6274.0,8.258,90.79
Gaia DR2 6147009936233855488,12 36 02.45,-40 41 20.26,DA,8746.0,8.623,88.24
Gaia DR2 6147189504521795968,12 31 15.30,-40 16 07.78,DA,5074.0,7.977,73.17
Gaia DR2 6147318319181070976,12 35 39.89,-39 31 28.54,DA,5034.0,7.9,81.07
Gaia DR2 6147640849749653504,12 08 27.72,-43 18 21.10,DA,6581.0,8.3,76.95
Gaia DR2 6147652295840198912,12 07 28.40,-43 18 25.38,DC:,6317.0,7.936,66.22
Gaia DR2 614779144848945024,09 58 00.75,12 26 58.06,DA,7050.0,8.086,66.22
Gaia DR2 6148828842000796544,12 00 43.96,-42 19 17.94,DZ:,4283.0,7.92,69.59
Gaia DR2 6148876258440112512,12 03 46.39,-41 50 54.21,DA,8208.0,7.955,93.95
Gaia DR2 6149486624832398336,12 06 40.17,-40 01 05.88,DA,6297.0,7.972,79.73
Gaia DR2 6150183470389646720,12 20 10.75,-39 20 57.91,DA,7662.0,8.708,93.05
Gaia DR2 6150563974426754944,12 25 46.07,-38 46 05.97,DC,10005.0,7.933,55.75
Gaia DR2 6150764390486973824,12 28 13.92,-37 36 14.49,DA,7241.0,7.965,80.41
Gaia DR2 6150980719398831616,12 21 26.71,-38 43 10.60,DA,6570.0,8.2,91.27
Gaia DR2 6151294355090597504,12 16 16.85,-37 58 52.52,DC,4463.0,7.875,38.05
Gaia DR2 6152949326248670848,12 53 07.76,-37 55 40.19,DC:,6067.0,7.869,57.93
Gaia DR2 6153086047944513664,12 40 45.60,-39 32 51.02,DC/DQ,9088.0,7.852,45.80
Gaia DR2 6153102609338147712,12 40 10.20,-39 22 59.92,DA,13163.0,8.019,53.85
Gaia DR2 6153596152618032896,12 38 30.93,-37 27 24.64,DA:,7584.0,8.193,97.78
Gaia DR2 6155145806883095296,12 59 14.97,-35 16 00.05,DA,6666.0,9.018,75.35
Gaia DR2 6155341519953646976,12 53 14.54,-36 27 44.18,DA,7046.0,8.267,89.95
Gaia DR2 6156577375318999040,12 37 25.21,-37 29 20.40,DA,9988.0,7.996,65.89
Gaia DR2 6156621317128742784,12 37 17.17,-37 05 24.42,DA,5686.0,8.308,62.84
Gaia DR2 6157015663846390144,12 38 55.17,-36 37 23.33,DC:,6239.0,7.907,96.50
Gaia DR2 615705144092773376,09 59 33.16,14 45 49.22,DC,7059.0,8.09,66.19
Gaia DR2 6157856274845064576,12 25 25.22,-35 54 49.94,DC,6188.0,8.09,54.79
Gaia DR2 6160221736672454400,12 39 14.64,-32 43 50.02,DC,6608.0,7.992,42.79
Gaia DR2 6160981464847958400,13 30 21.66,-41 05 43.23,DC:,5462.0,8.371,61.17
Gaia DR2 6161842111869227904,13 31 50.79,-38 52 36.21,CND,,,81.35
Gaia DR2 6162233744167582464,13 28 41.86,-38 45 10.08,DA,7832.0,7.97,54.74
Gaia DR2 6162381864705932800,13 23 27.06,-38 37 50.27,DA,5825.0,8.177,97.93
Gaia DR2 6162543389835675008,13 23 03.67,-38 13 44.91,DA:,7161.0,8.366,96.99
Gaia DR2 6162611422116986752,13 24 19.58,-37 17 38.28,CND,,,94.44
Gaia DR2 6162813873991704960,13 33 40.52,-37 05 55.51,DA,6840.0,8.15,40.02
Gaia DR2 6163517183476402048,13 39 14.98,-37 06 20.54,DA,23513.0,8.325,79.56
Gaia DR2 6165010320266420096,13 43 48.37,-34 47 50.58,DA,5136.0,7.808,36.12
Gaia DR2 6165131507062367232,13 43 39.18,-33 53 48.02,DA,6048.0,7.988,94.24
Gaia DR2 61657897666474496,03 25 41.30,21 43 39.66,DA:,6554.0,8.284,80.37
Gaia DR2 6167058981011900288,13 12 34.81,-34 55 31.38,DA,6941.0,8.501,74.95
Gaia DR2 6167444531636062720,13 18 30.15,-34 17 19.00,DA,5935.0,8.164,84.43
Gaia DR2 6167516755805481088,13 16 52.10,-33 49 29.28,DA,5098.0,8.098,92.91
Gaia DR2 6167559877276395648,13 18 15.86,-33 53 25.04,DA,7850.0,7.968,47.00
Gaia DR2 6167826203905140352,13 32 10.28,-34 47 11.10,DA,5651.0,8.142,68.80
Gaia DR2 6168929804340599936,13 23 51.56,-33 12 32.66,CND,,,63.36
Gaia DR2 6169491822287122432,13 29 22.68,-31 52 56.01,DZ:,4732.0,7.87,81.94
Gaia DR2 6170731040610024320,13 58 42.19,-32 42 50.09,DA,7442.0,8.409,75.93
Gaia DR2 617094132222221824,09 32 36.27,12 50 18.75,DA:,4575.0,7.732,92.29
Gaia DR2 6171352406414158080,13 44 16.78,-33 12 08.68,DA,6956.0,8.384,98.38
Gaia DR2 6172184113945027584,14 03 49.09,-32 43 28.21,DA,5846.0,7.951,98.47
Gaia DR2 6172395838656439936,14 04 49.97,-31 39 14.84,DC:,5076.0,7.861,47.69
Gaia DR2 6173158349967002240,14 05 53.91,-29 34 42.67,DA,5205.0,8.012,83.28
Gaia DR2 617329255911052416,09 31 40.50,13 12 10.40,DA:,5373.0,7.91,60.86
Gaia DR2 6174133517998062720,14 07 00.56,-28 14 36.37,DA,5769.0,7.902,41.63
Gaia DR2 6174451066408337152,13 42 10.46,-32 23 02.26,DA,6630.0,8.497,76.51
Gaia DR2 6174491782698431488,13 42 15.55,-32 03 53.01,DA:,7484.0,8.625,95.18
Gaia DR2 6176025429615543040,13 37 05.02,-29 24 43.46,DA,5859.0,7.851,53.58
Gaia DR2 6176113150028892160,13 35 00.49,-28 55 45.94,DC,4894.0,7.944,75.00
Gaia DR2 6177011798921524096,13 51 04.96,-28 42 18.78,DB,14370.0,8.134,99.57
Gaia DR2 6177277292323415680,13 58 18.02,-28 10 45.94,DC:,6916.0,8.547,51.03
Gaia DR2 6177996922687990784,13 50 56.19,-27 20 13.11,DA:,5166.0,8.029,81.20
Gaia DR2 6178524211524592640,13 55 09.71,-26 22 50.32,DA,6090.0,8.064,32.53
Gaia DR2 6178573689547383168,13 55 44.65,-26 00 26.33,DC,3908.0,,58.49
Gaia DR2 6179054382286963072,13 08 04.72,-34 40 05.27,DA,4567.0,8.622,51.88
Gaia DR2 6179929039493059584,13 13 01.22,-32 36 45.58,,,,92.68
Gaia DR2 6180510028311555200,13 00 44.41,-32 27 02.71,DA:,4688.0,7.907,62.82
Gaia DR2 6181301646614894976,13 18 12.50,-31 55 18.76,DA,7632.0,7.189,71.82
Gaia DR2 6182265982737823488,13 22 43.20,-29 21 27.68,,,,97.91
Gaia DR2 6183264682893256576,13 14 32.07,-28 23 28.85,DA:,6420.0,8.329,75.30
Gaia DR2 6183317665608827136,13 19 45.35,-28 12 30.89,,,,96.28
Gaia DR2 6183939031412424448,12 55 10.05,-30 49 31.21,DA,4815.0,7.973,78.78
Gaia DR2 6184227996813270784,13 04 28.39,-30 00 40.81,DA:,7374.0,7.47,65.25
Gaia DR2 6184353233764164864,13 00 17.69,-29 51 51.14,DB,11094.0,8.067,99.29
Gaia DR2 6185040879503491584,12 52 24.08,-29 14 55.51,M5-6V,,,56.91
Gaia DR2 61856496954301696,03 27 13.74,22 27 50.35,DC,15128.0,9.21,98.38
Gaia DR2 6186354241847628544,13 11 44.05,-27 53 23.50,CND,,,98.93
Gaia DR2 6186426195434805888,13 15 50.45,-27 28 27.37,DA,6955.0,8.38,60.36
Gaia DR2 6186577923744152320,13 12 00.20,-27 23 38.17,DA,6535.0,7.441,96.51
Gaia DR2 6187109335752116352,12 59 00.70,-27 41 43.44,DA,5658.0,7.995,95.36
Gaia DR2 6188143357718897024,13 33 53.73,-28 36 01.84,DC,9018.0,8.025,89.15
Gaia DR2 6188345358621778816,13 27 55.86,-28 17 18.98,DQ,6439.0,7.604,36.39
Gaia DR2 6188655210447329792,13 38 00.77,-27 47 52.88,CND,,,76.88
Gaia DR2 6188943041975356800,13 36 55.37,-26 55 27.63,DC:,8214.0,8.341,91.10
Gaia DR2 6190444562542112640,13 44 17.78,-25 52 55.74,DC,7543.0,8.038,88.06
Gaia DR2 6190466174816528256,13 43 02.50,-25 39 30.27,DA,5727.0,8.158,43.86
Gaia DR2 6191505282024891136,13 39 12.41,-24 48 05.23,DA,8483.0,8.554,76.98
Gaia DR2 6192394546413783040,13 40 33.29,-22 38 54.07,DA,5073.0,7.994,72.49
Gaia DR2 6192456359583641472,13 18 41.31,-27 04 54.75,DA,,,80.48
Gaia DR2 6193023054747120256,13 25 11.42,-25 39 18.56,CND,,,89.75
Gaia DR2 61934562280099456,03 17 31.40,20 58 44.31,DC,5515.0,8.144,54.39
Gaia DR2 6193680184744349312,13 11 24.57,-25 01 59.49,DA,6936.0,8.359,97.25
Gaia DR2 6194302340820937472,13 20 28.70,-23 38 24.83,DA,6601.0,7.865,89.14
Gaia DR2 6194977539745543296,13 32 55.01,-22 50 25.96,DA,6106.0,7.856,89.40
Gaia DR2 6195014339025485056,13 27 07.06,-23 28 20.37,,,,76.06
Gaia DR2 6195972838285944320,13 26 48.69,-22 30 56.65,DA,7298.0,7.981,86.63
Gaia DR2 6196075676983722112,13 27 32.36,-21 55 56.54,DA,5387.0,8.167,91.95
Gaia DR2 6196254244543829632,13 24 01.94,-21 53 06.47,DA:,4469.0,8.06,54.78
Gaia DR2 6196611590117228928,13 31 58.55,-20 48 23.95,DA,4964.0,8.16,93.16
Gaia DR2 6196988550813602688,15 01 17.47,-41 22 12.57,,,,64.26
Gaia DR2 6197030504053710976,14 58 38.76,-41 08 22.21,,,,93.20
Gaia DR2 6197039093982955776,14 59 23.62,-40 57 19.56,,,,59.68
Gaia DR2 6197277619286422272,14 58 33.51,-40 19 17.78,,,,63.22
Gaia DR2 6197859428443669376,15 04 04.46,-38 37 39.70,DC,6826.0,7.811,60.65
Gaia DR2 6197925094196413696,15 01 47.97,-38 22 10.88,,,,61.10
Gaia DR2 6197998177361410048,15 06 27.69,-37 51 45.17,,,,65.67
Gaia DR2 6198147023747008000,14 55 26.76,-39 11 31.34,DA,5723.0,8.323,95.16
Gaia DR2 6198172724829914240,14 51 39.80,-39 28 15.31,,,,43.28
Gaia DR2 6198553976193165312,14 55 03.98,-38 05 43.76,DA,4021.0,7.831,56.02
Gaia DR2 6198684135182315136,15 01 26.19,-38 03 19.52,,,,36.15
Gaia DR2 6198878954897636992,15 00 40.12,-37 03 37.83,DB,16111.0,8.079,58.05
Gaia DR2 6198908950949350400,15 02 32.70,-36 46 42.19,,,,56.24
Gaia DR2 6199805598384455424,15 18 32.98,-36 38 02.07,DA,5006.0,7.969,77.84
Gaia DR2 6199883083892598400,15 17 37.51,-36 09 11.76,,,,72.03
Gaia DR2 6200040618994636800,15 19 41.38,-35 16 35.32,DA,6763.0,7.914,71.98
Gaia DR2 6200529970385978240,15 08 45.90,-35 41 14.75,DA,13274.0,8.367,74.73
Gaia DR2 6200982458075472896,15 09 20.73,-35 02 26.05,DA,5707.0,8.35,80.12
Gaia DR2 6200994239172094976,15 10 03.83,-34 44 20.92,,,,53.82
Gaia DR2 6201509429089441792,14 50 51.82,-37 44 57.38,,,,64.75
Gaia DR2 6201683255004813056,14 50 48.95,-37 08 41.19,,,,45.68
Gaia DR2 6201759155667217536,14 45 23.33,-37 33 35.64,DA,8091.0,8.476,81.76
Gaia DR2 6201833651877899392,14 43 54.39,-37 03 38.85,,,,98.88
Gaia DR2 6202013623890855936,14 49 16.38,-35 53 27.98,DQ,6121.0,8.159,51.48
Gaia DR2 6202166524724245888,14 56 47.91,-36 12 20.61,DA,8031.0,7.922,97.33
Gaia DR2 6202651409353000064,14 44 42.10,-36 08 56.65,CND,,,80.69
Gaia DR2 6202706492309266944,14 42 40.83,-36 08 44.70,DA,6200.0,8.558,72.76
Gaia DR2 6202963881108558848,14 39 22.97,-35 30 40.35,CND,,,92.76
Gaia DR2 6202978720221998336,14 40 58.40,-35 27 08.88,DC,8770.0,7.992,96.67
Gaia DR2 620298383988029568,09 52 01.47,17 46 21.80,DA:,4431.0,7.802,55.36
Gaia DR2 6203661620019807232,14 46 07.99,-33 30 00.60,DA:,6106.0,8.307,85.94
Gaia DR2 6203821117926809600,14 59 55.84,-34 42 31.20,CND,,,88.79
Gaia DR2 6204255085721475584,14 59 12.46,-33 14 50.28,DA,6302.0,8.289,54.10
Gaia DR2 6204346478325428736,15 03 46.19,-33 45 17.88,DA,8072.0,8.018,53.51
Gaia DR2 6204555694773252992,15 03 23.35,-33 20 45.47,DC,,,59.61
Gaia DR2 6204670387579167616,15 03 57.07,-32 26 28.89,DA,5658.0,8.029,66.82
Gaia DR2 6204750965461734784,15 06 02.06,-32 08 35.90,DA,6900.0,8.383,70.36
Gaia DR2 6204889018595557888,14 55 09.23,-33 33 24.96,DA,6114.0,8.072,67.19
Gaia DR2 6205379297701600768,14 55 05.02,-31 36 31.49,DA,6921.0,8.086,81.13
Gaia DR2 6205442004227640960,15 02 21.53,-32 11 10.06,DA,5963.0,8.186,50.15
Gaia DR2 6205577488971963136,15 04 27.96,-31 30 50.82,DC,7705.0,8.017,79.09
Gaia DR2 6205666205812453248,15 01 58.51,-31 03 55.76,,,,91.51
Gaia DR2 6206163180772453632,15 26 55.17,-34 10 08.26,DC:,4982.0,8.004,53.97
Gaia DR2 6206195620664214400,15 23 16.05,-34 12 11.36,DC,8711.0,8.031,32.64
Gaia DR2 6206329417481231488,15 19 04.05,-34 05 18.91,CND,,,63.84
Gaia DR2 6207050417937473920,15 26 33.76,-31 47 41.32,DC,8808.0,8.119,91.03
Gaia DR2 6207088144928862720,15 16 49.20,-34 05 08.83,DC:,6811.0,8.037,94.00
Gaia DR2 6207116491713361792,15 17 09.63,-33 39 47.22,,,,35.42
Gaia DR2 6207598696281931648,15 15 12.43,-32 08 06.21,DA,9965.0,8.032,77.24
Gaia DR2 6207831380430100864,15 26 16.61,-31 31 19.55,DA,9349.0,8.026,84.31
Gaia DR2 6208429617834700928,15 34 42.04,-31 30 53.52,DA,5097.0,8.03,91.32
Gaia DR2 6208574070474720128,15 30 10.96,-31 27 51.61,DA,8703.0,8.004,68.27
Gaia DR2 620954483186339072,09 44 39.88,17 16 01.50,DA,6041.0,8.163,88.81
Gaia DR2 6209644406384094080,15 24 49.46,-30 15 35.12,DA:,5064.0,7.992,70.64
Gaia DR2 6209765936779750272,15 27 40.31,-29 48 41.91,DA,5879.0,8.079,81.79
Gaia DR2 6210578067852184704,15 11 08.12,-31 46 05.46,,,,46.86
Gaia DR2 6210645653456656896,15 14 48.49,-31 33 38.56,DA,7885.0,8.401,83.63
Gaia DR2 6210765736446062592,15 08 17.32,-31 45 28.89,DA,5941.0,8.341,80.64
Gaia DR2 6210854350212358656,15 08 43.90,-31 13 39.02,DA,5764.0,7.925,97.59
Gaia DR2 6210930972427405568,15 13 22.57,-30 46 31.39,DA,7029.0,8.309,90.45
Gaia DR2 6211008801534635904,15 11 58.54,-30 13 21.43,DA,6559.0,8.299,54.05
Gaia DR2 6211143143813091712,15 17 33.26,-30 23 06.36,DA,6471.0,8.249,99.38
Gaia DR2 6211368651070142592,15 14 56.52,-29 54 12.81,DC:,6290.0,8.221,67.88
Gaia DR2 6211685344783396736,15 03 45.23,-30 34 45.03,DC,6955.0,8.063,79.89
Gaia DR2 6211904903507006336,15 03 00.30,-30 05 49.01,DC,4809.0,,64.89
Gaia DR2 6212118758518715776,15 05 27.70,-29 14 05.42,CND,,,81.91
Gaia DR2 6212138652808326656,15 05 10.60,-28 58 17.19,CND,,,84.26
Gaia DR2 6212200775216997376,15 13 43.97,-29 16 24.90,DA,7959.0,8.375,46.47
Gaia DR2 6214164262466529024,15 14 55.63,-27 24 52.44,DA,9165.0,7.994,90.74
Gaia DR2 6215244601357652992,14 40 01.04,-33 44 55.92,DA:,4908.0,7.8,75.58
Gaia DR2 6215928635040411136,14 41 29.38,-32 29 33.71,DA,6557.0,7.901,52.76
Gaia DR2 6216047073057673344,14 40 38.19,-32 01 56.53,DA,9347.0,7.842,99.79
Gaia DR2 6216322530779368192,14 32 35.53,-32 54 18.47,DA,9635.0,8.017,63.51
Gaia DR2 6216394926743185792,14 28 37.20,-33 12 08.30,,,,88.64
Gaia DR2 6216822537981135872,14 39 34.14,-31 39 16.70,CND,,,97.04
Gaia DR2 6217141258916464256,14 38 46.97,-30 37 50.68,,,,70.06
Gaia DR2 6217755989005739776,14 49 33.24,-30 29 19.48,DA,9709.0,8.079,64.34
Gaia DR2 6217866799155834752,14 53 32.95,-30 40 23.88,DA,16799.0,7.746,90.63
Gaia DR2 6218904600689632896,14 42 54.14,-28 48 00.31,DA,11646.0,7.906,83.47
Gaia DR2 6219393024368734848,14 49 58.40,-27 53 50.58,,,,70.04
Gaia DR2 6219758195372527360,14 23 00.72,-31 55 26.89,DA,5419.0,8.257,71.60
Gaia DR2 6220095573643851648,14 32 34.90,-30 31 34.67,DA,6563.0,8.101,78.13
Gaia DR2 6220849121362761344,14 22 44.11,-29 49 40.41,DA,13341.0,7.887,98.67
Gaia DR2 6220881243421735936,14 18 22.56,-30 32 11.56,DC,9827.0,7.837,68.24
Gaia DR2 6221440826121004160,14 28 54.73,-28 00 19.52,,,,77.91
Gaia DR2 6221464023238513280,14 22 32.62,-28 59 43.78,DA:,4967.0,7.889,86.89
Gaia DR2 6222792405085315072,14 42 18.80,-26 36 14.37,DA,6283.0,8.267,63.14
Gaia DR2 6225156973560968704,14 55 13.66,-27 57 09.78,DZ,6876.0,8.375,74.16
Gaia DR2 6225251046228152448,14 57 58.92,-27 41 24.41,,,,91.67
Gaia DR2 6225646531112965120,14 53 52.31,-26 22 30.75,DA,15340.0,7.66,94.28
Gaia DR2 6225739641707165440,14 58 09.86,-26 46 01.45,DA,8209.0,7.431,71.82
Gaia DR2 6226262051464301824,15 12 31.60,-26 53 29.99,DA:,4239.0,7.842,59.78
Gaia DR2 6226271633536756096,15 13 07.14,-26 42 56.55,DA,5045.0,8.374,47.24
Gaia DR2 6226548989641600256,15 09 11.63,-26 06 43.34,DA:,4497.0,8.001,68.54
Gaia DR2 6227193715778519040,15 14 49.86,-24 10 32.41,DB,12696.0,7.888,63.57
Gaia DR2 6227342046767977984,15 16 20.09,-23 34 08.19,DC,7439.0,8.208,63.34
Gaia DR2 6227576856917609856,15 07 30.52,-24 39 28.29,DA,4198.0,7.582,72.68
Gaia DR2 6227687980608264064,15 03 24.58,-24 41 29.59,DA,5666.0,7.596,25.97
Gaia DR2 6227990410729129600,15 09 26.83,-24 10 36.70,DA,7356.0,7.961,79.24
Gaia DR2 6228112181642992384,15 15 00.65,-23 20 09.70,DA,5835.0,7.304,83.77
Gaia DR2 6228986705703397760,14 48 05.63,-25 13 22.52,DA,9199.0,7.936,91.18
Gaia DR2 6229228774355869824,14 59 47.49,-24 38 14.09,DA,8876.0,7.879,84.78
Gaia DR2 6229330032504603136,14 51 52.55,-25 02 38.81,DA,11189.0,8.65,79.13
Gaia DR2 6229725306934859648,14 43 56.37,-24 54 26.80,CND,,,72.29
Gaia DR2 6229838831508542080,14 43 19.22,-24 36 06.47,DA:,4532.0,7.882,61.04
Gaia DR2 6230071099045013504,14 45 34.10,-24 02 54.57,DA,5317.0,8.11,87.27
Gaia DR2 6231879314636311552,14 53 14.30,-22 58 59.14,CND,,,72.28
Gaia DR2 6231879318931454592,14 53 14.72,-22 58 54.75,,,,68.53
Gaia DR2 6232403712964536704,14 54 08.94,-21 06 24.94,DC,9912.0,8.164,80.07
Gaia DR2 6232435839319195136,15 00 31.59,-21 36 52.66,DA:,7166.0,8.205,99.72
Gaia DR2 6233478489876561280,15 44 04.92,-28 04 28.67,,,,83.66
Gaia DR2 6233677123528846720,15 50 30.77,-27 34 44.94,,,,92.00
Gaia DR2 6233794599473565824,15 53 43.54,-27 06 54.75,,,,82.24
Gaia DR2 623384098941292672,10 10 53.45,18 11 48.81,DA,12255.0,7.93,92.14
Gaia DR2 6234004434397345664,15 52 20.96,-26 50 52.85,,,,84.60
Gaia DR2 6235413973945930624,16 00 49.35,-26 02 39.57,DA,7294.0,8.075,99.01
Gaia DR2 6235773617320026752,15 57 04.72,-24 58 38.76,DA,5705.0,8.199,98.31
Gaia DR2 6235836766225843328,16 03 05.24,-25 28 26.37,DA:,5052.0,8.0,68.22
Gaia DR2 6235910918843846784,16 01 48.85,-24 58 43.35,DA,14874.0,7.931,85.44
Gaia DR2 6236113362117992832,16 00 26.65,-24 56 23.35,DZ:,4237.0,7.914,60.85
Gaia DR2 6236251728784073984,16 01 35.24,-24 04 34.85,DA:,4995.0,7.88,73.17
Gaia DR2 6236471463611899008,15 50 09.85,-25 05 22.10,,,,96.74
Gaia DR2 6236705998884419968,15 49 20.70,-24 28 21.64,DA,9890.0,8.379,99.17
Gaia DR2 6236729329145889792,15 45 38.42,-24 45 11.35,DA,5426.0,8.242,79.75
Gaia DR2 6237084063386920576,15 58 54.12,-23 37 17.57,DA,6602.0,8.097,76.53
Gaia DR2 6237227201759380992,15 52 11.71,-23 39 26.80,DA,5220.0,7.924,95.23
Gaia DR2 623734465193065088,10 07 02.85,19 09 19.23,DA:,4865.0,7.898,54.60
Gaia DR2 6237520706939494528,15 35 11.88,-26 55 58.84,DA,12675.0,7.889,72.72
Gaia DR2 6237985658621602176,15 32 33.13,-25 20 59.59,DA,6010.0,8.012,99.85
Gaia DR2 6238495870670906752,15 38 47.68,-24 11 11.10,DA:,3257.0,7.212,61.94
Gaia DR2 6238670310767125760,15 28 27.83,-25 15 03.30,DA,15045.0,8.343,51.79
Gaia DR2 6238929421848854528,15 26 28.45,-24 53 02.67,DA,4928.0,7.938,93.61
Gaia DR2 6239311291687092992,15 33 32.60,-23 30 25.60,DA,4924.0,7.966,88.11
Gaia DR2 6239934027585732992,15 49 00.88,-23 17 37.35,DA:,4880.0,7.915,49.62
Gaia DR2 6240092395917324800,15 41 19.15,-23 26 40.43,CND,,,95.00
Gaia DR2 6240812644754680576,15 48 54.55,-21 27 05.54,DC,7125.0,8.187,54.20
Gaia DR2 624090737025312000,10 16 31.68,18 17 54.30,DAH?,7310.0,8.397,97.25
Gaia DR2 6241671638211603968,15 46 11.36,-20 30 13.40,DA,10262.0,8.386,55.72
Gaia DR2 6243280979642915456,16 04 08.04,-22 14 01.80,DC,7833.0,8.106,75.39
Gaia DR2 6243969480080214912,16 05 19.91,-21 08 42.45,DA,7324.0,7.858,69.90
Gaia DR2 6244159519490270336,16 08 10.14,-20 05 34.57,DA,5622.0,8.17,80.56
Gaia DR2 6244198414713179392,16 05 55.85,-20 01 20.32,DA,4990.0,7.911,69.18
Gaia DR2 6244608743007022208,16 15 22.82,-20 41 06.44,DB,12485.0,7.942,96.78
Gaia DR2 6244685498364060800,16 17 42.00,-20 27 17.36,DA,5754.0,8.078,82.37
Gaia DR2 6245217077875966336,16 20 44.83,-19 01 33.99,DA,15833.0,7.873,74.92
Gaia DR2 6245294730886963840,16 25 48.20,-18 37 04.75,DA,6548.0,8.474,72.59
Gaia DR2 6245854210504664320,16 14 33.93,-18 40 39.95,DA,8533.0,7.951,88.01
Gaia DR2 6246049446837287680,16 19 16.13,-18 31 13.10,DA,5666.0,8.519,38.42
Gaia DR2 6247278696538150272,16 04 30.53,-19 27 28.48,,,,30.97
Gaia DR2 6247293647327206144,16 03 17.24,-19 23 54.67,DA,19701.0,8.087,67.06
Gaia DR2 6248142981398842624,15 49 02.41,-18 39 43.20,DA,7149.0,8.344,79.12
Gaia DR2 6248279939316190464,15 54 51.56,-18 44 54.36,DC,6765.0,7.751,95.46
Gaia DR2 6249143300762708480,16 06 01.33,-17 53 07.50,DA,5942.0,8.068,70.67
Gaia DR2 6249697450322286720,16 10 55.85,-16 47 32.13,DA:,5065.0,7.289,99.39
Gaia DR2 6249757339346143872,16 12 58.22,-16 33 50.81,DA,6033.0,8.219,98.89
Gaia DR2 6249774214271032192,16 15 27.97,-16 26 01.90,DA,5688.0,8.285,94.21
Gaia DR2 6250079427533207424,16 06 08.67,-16 46 20.36,DA,7551.0,8.379,98.85
Gaia DR2 6250213984568447872,16 00 40.25,-16 54 27.10,DC,3884.0,7.733,30.34
Gaia DR2 6250372378664759808,16 01 19.56,-16 25 50.77,DC:,4743.0,7.974,60.67
Gaia DR2 625054493327257856,10 17 35.90,19 20 28.60,DA,4785.0,7.904,62.23
Gaia DR2 6250691928525606784,16 11 13.81,-15 24 20.72,DA,7047.0,8.011,56.95
Gaia DR2 6250729548142797568,16 04 56.23,-16 00 26.65,DA,5335.0,7.928,96.64
Gaia DR2 6250820395290015872,16 04 43.19,-15 42 00.91,,,,29.95
Gaia DR2 6251414303368287232,15 19 22.35,-22 52 24.46,DC:,8057.0,8.254,92.79
