wdid,teff,logL,parallax,Dpc,G,BP,RP
Gaia DR2 4953758001522604416,4613.0,,10.29949289,97.09,19.85263,20.456213,19.180223
Gaia DR2 4957431401151952128,7208.0,,11.13592784,89.80,18.56636,18.71505,18.325386
Gaia DR2 4991795919818469760,5219.0,,12.38469431,80.74,19.537382,19.873085,19.085648
Gaia DR2 5004845641076115456,6299.0,,11.04698339,90.52,18.81187,19.082941,18.525814
Gaia DR2 5006238623524543360,5641.0,,12.91775528,77.41,19.563824,19.840065,19.2171
Gaia DR2 503422703132016384,5461.0,,22.01217068,45.43,19.044361,19.547083,18.512892
Gaia DR2 5037175474820969216,7253.0,,10.83596438,92.29,18.81242,19.05115,18.53206
Gaia DR2 5037978844158770816,4663.0,,12.48742583,80.08,19.60763,20.16736,18.911037
Gaia DR2 5042228731477861888,4237.0,,12.30315808,81.28,20.145073,20.996382,19.37841
Gaia DR2 5065728108167084032,4869.0,,12.12872132,82.45,19.511913,20.080395,18.938337
Gaia DR2 5085594535231488640,8141.0,,13.41729808,74.53,17.514168,17.618433,17.287855
Gaia DR2 5090472278049048448,4957.0,,11.72559773,85.28,19.415735,19.943352,18.79878
Gaia DR2 510693533011675008,4745.0,,11.69533343,85.50,19.721678,20.35354,19.13165
Gaia DR2 5152998132770014592,8213.0,,11.64420246,85.88,18.218513,18.334156,18.003582
Gaia DR2 5153304415477918336,9805.0,,10.00062573,99.99,17.686064,17.767801,17.579266
Gaia DR2 5161807767825277184,8792.0,,23.03773807,43.41,16.618637,16.732378,16.446287
Gaia DR2 5163508295700603776,4338.0,,14.77121962,67.70,19.666542,20.319407,18.850754
Gaia DR2 5194473223201601280,4416.0,,10.1995423,98.04,19.974468,20.684843,19.221844
Gaia DR2 5222699993081912192,4646.0,,19.12533533,52.29,18.604582,19.16508,17.923079
Gaia DR2 5266454405473597696,4596.0,,11.94953215,83.69,19.431463,20.012577,18.749779
Gaia DR2 5268133016133268352,8989.0,,12.05378682,82.96,17.085182,17.127743,17.021729
Gaia DR2 5282136769885109120,7993.0,,15.71201864,63.65,16.991545,17.088943,16.855692
Gaia DR2 5289601427340383744,6369.0,,10.77618164,92.80,18.310846,18.42111,17.833052
Gaia DR2 5302618648583292800,5784.0,,42.95701736,23.28,17.512245,17.744997,17.005922
Gaia DR2 5302681694409352832,6639.0,,11.00908014,90.83,18.628178,18.874062,18.353428
Gaia DR2 5320436784269889792,4140.0,,33.29342337,30.04,17.809834,18.48716,17.029058
Gaia DR2 5322957861362732928,9435.0,,13.9201817,71.84,16.612408,16.63795,16.56033
Gaia DR2 5353862453172291584,9704.0,,11.43650666,87.44,16.993025,17.023336,16.96297
Gaia DR2 5381518533545168128,5864.0,,10.7209867,93.27,18.901163,19.2231,18.538696
Gaia DR2 5398247534240054528,4591.0,,27.44233491,36.44,17.906153,18.468386,17.192083
Gaia DR2 5427528254746168192,5046.0,,44.35264761,22.55,16.566486,17.003422,15.961203
Gaia DR2 5455321052535492224,4693.0,,12.78282785,78.23,19.635206,20.121094,18.972874
Gaia DR2 5458468267131270656,5638.0,,10.2356202,97.70,19.4068,19.724586,18.969723
Gaia DR2 5468511687374252160,6322.0,,15.15284314,65.99,18.521534,18.841871,18.096632
Gaia DR2 5486535401668481664,4556.0,,14.62412281,68.38,19.323057,19.869396,18.654018
Gaia DR2 5532076623540516224,4766.0,,10.62562777,94.11,19.739565,20.297127,19.090017
Gaia DR2 5546947346516761344,8146.0,,14.10180282,70.91,17.107601,17.183758,16.962608
Gaia DR2 555258461563927552,4299.0,,13.58973846,73.58,19.978834,20.733372,19.226198
Gaia DR2 5560907433325790720,4690.0,,15.31829468,65.28,19.007643,19.567518,18.373592
Gaia DR2 5566829368590419968,4700.0,,17.83163726,56.08,18.61491,19.158743,17.98525
Gaia DR2 556855532267405696,4624.0,,14.40420446,69.42,19.319164,19.887184,18.623188
Gaia DR2 5574700703614463232,6765.0,,17.83998351,56.05,17.540993,17.714773,17.232574
Gaia DR2 5601368533523261440,10351.0,,10.15396775,98.48,17.619753,17.67781,17.53551
Gaia DR2 5607874339523511552,4678.0,,11.20395493,89.25,19.868273,20.310455,19.212564
Gaia DR2 5613565484729858432,11207.0,,10.53753264,94.90,17.00045,17.018835,17.004515
Gaia DR2 5617818155189050624,5019.0,,11.37728114,87.89,19.426277,19.989372,18.77108
Gaia DR2 5634537359053861376,7175.0,,10.36381866,96.49,18.282976,18.399826,18.056944
Gaia DR2 5635366188960145536,4747.0,,10.68610101,93.58,19.916597,20.543112,19.385727
Gaia DR2 5642783631846313088,7243.0,,10.39398455,96.21,18.922062,19.160395,18.59092
Gaia DR2 5649611285513802496,4638.0,,10.79618127,92.63,19.771812,20.313974,19.085363
Gaia DR2 5650805870536726144,4710.0,,10.7817674,92.75,19.669739,20.212347,19.011868
Gaia DR2 5676905562161574144,4628.0,,14.56248682,68.67,19.089504,19.659697,18.428453
Gaia DR2 568089105130012800,5606.0,,12.22729732,81.78,19.01403,19.329197,18.619507
Gaia DR2 5724689375433454720,6570.0,,23.04194244,43.40,17.53214,17.816875,17.126509
Gaia DR2 5732405748034834048,4817.0,,10.08230742,99.18,19.56621,20.105967,18.912767
Gaia DR2 5748802661860766208,5137.0,,29.02169993,34.46,17.349718,17.786346,16.740221
Gaia DR2 5749412925173461888,4688.0,,12.41550746,80.54,19.397148,19.828218,18.731462
Gaia DR2 5750300407152168064,8224.0,,10.72935643,93.20,18.012236,18.143515,17.792976
Gaia DR2 5753034063641652608,5614.0,,15.74862605,63.50,18.652468,19.025303,18.111097
Gaia DR2 5783697209557656192,6007.0,,10.63458816,94.03,18.998415,19.270237,18.645702
Gaia DR2 5790182751914903424,4951.0,,30.00502589,33.33,17.395609,17.887346,16.759964
Gaia DR2 5791482473436218624,4630.0,,11.34117628,88.17,19.80601,20.414581,19.14527
Gaia DR2 5794026915144327808,4909.0,,11.52257787,86.79,19.363197,19.918755,18.814672
Gaia DR2 5803741173388493440,4984.0,,12.16634507,82.19,19.508526,20.066904,18.945053
Gaia DR2 5814029093234215552,6862.0,,14.66138243,68.21,17.717264,17.870293,17.449831
Gaia DR2 5824436284328653312,4209.0,,12.01644407,83.22,20.410603,21.313883,19.789745
Gaia DR2 5839938401857693696,8587.0,,15.381765,65.01,16.654234,16.711184,16.558413
Gaia DR2 5845312191917620224,5514.0,,37.98249335,26.33,16.66674,16.942207,16.095415
Gaia DR2 5850550888094307712,6881.0,,13.23628487,75.55,18.238588,18.416592,17.988102
Gaia DR2 5892381533111096448,6483.0,,14.66045671,68.21,18.214506,18.397806,17.814909
Gaia DR2 590183142750379136,6336.0,,15.79940883,63.29,17.81619,18.024544,17.516201
Gaia DR2 5908759033649593088,4582.0,,10.35778373,96.55,20.41643,20.945738,19.732056
Gaia DR2 5922276567058344192,5043.0,,10.74616576,93.06,19.519213,20.021261,18.971296
Gaia DR2 5927672175564656256,5844.0,,14.53717862,68.79,18.569311,18.865309,18.188564
Gaia DR2 5939835900879445504,5839.0,,11.94777424,83.70,18.695229,18.946314,18.235798
Gaia DR2 596625451959700608,4995.0,,10.3709077,96.42,19.660828,20.232046,19.088806
Gaia DR2 5967039296020155776,6135.0,,12.39497169,80.68,18.493752,18.755732,18.177488
Gaia DR2 5974815390183379712,4701.0,,15.48954142,64.56,19.126299,19.673403,18.526293
Gaia DR2 5997730002745093504,5611.0,,10.17441691,98.29,19.253147,19.60052,18.85492
Gaia DR2 5997778827939722880,4848.0,,10.47861236,95.43,19.690615,20.186989,19.086557
Gaia DR2 6000919857772393728,4848.0,,10.01295432,99.87,19.604765,20.2721,18.9972
Gaia DR2 6007411541927792384,6581.0,,10.5834378,94.49,18.530012,18.74798,18.262789
Gaia DR2 6012936553497274112,4516.0,,11.16294215,89.58,19.781301,20.469326,19.112906
Gaia DR2 6024346082577857280,8359.0,,10.72675331,93.22,17.686071,17.771606,17.507814
Gaia DR2 6032281365389830272,5004.0,,11.44977153,87.34,19.474264,19.944387,18.821663
Gaia DR2 6054148143441683072,7996.0,,26.6541579,37.52,16.038002,16.149885,15.849654
Gaia DR2 6069232029875714688,8937.0,,13.63708533,73.33,16.965754,17.006449,16.876678
Gaia DR2 6112305299115379200,10273.0,,10.19452174,98.09,16.834345,16.840912,16.82812
Gaia DR2 6121538619801861120,4884.0,,21.7542284,45.97,18.087484,18.55701,17.479364
Gaia DR2 6136147860865539072,6159.0,,10.69870159,93.47,18.785503,19.024878,18.466356
Gaia DR2 61372578696143616,6931.0,,11.08675088,90.20,18.681692,18.894548,18.319618
Gaia DR2 6140313395025336576,4575.0,,18.85781374,53.03,18.62289,19.292727,17.960718
Gaia DR2 6142113879675019520,7513.0,,11.19748054,89.31,17.97708,18.107868,17.79409
Gaia DR2 6148828842000796544,4283.0,,14.37006853,69.59,19.666422,20.390345,18.922012
Gaia DR2 6169491822287122432,4732.0,,12.20461981,81.94,19.416857,19.920156,18.771334
Gaia DR2 6225156973560968704,6876.0,,13.48466766,74.16,18.428215,18.64373,18.150742
Gaia DR2 6236113362117992832,4237.0,,16.4327124,60.85,19.419815,20.190687,18.688152
Gaia DR2 6255896840476194304,4881.0,,11.53052674,86.73,19.638695,20.098196,18.980343
Gaia DR2 6257035694003987840,5323.0,,10.51305395,95.12,19.246174,19.630384,18.8275
Gaia DR2 6293436881866663168,4672.0,,13.25258571,75.46,19.219091,19.854507,18.580957
Gaia DR2 6294791518847636736,9484.0,,15.65992254,63.86,16.894508,16.98715,16.763681
Gaia DR2 634307433430523648,6173.0,,12.78454015,78.22,18.452742,18.65084,18.080807
Gaia DR2 6350786278796634112,4476.0,,37.10451137,26.95,17.222563,17.820587,16.514582
Gaia DR2 6368931244311186304,4878.0,,10.37335195,96.40,20.023054,20.54604,19.446823
Gaia DR2 6369368983082159360,4662.0,,11.99928929,83.34,19.474216,20.024897,18.788752
Gaia DR2 6374845787939712000,4563.0,,10.00793206,99.92,20.183191,20.805601,19.513964
Gaia DR2 6380728999781638912,5469.0,,12.12467517,82.48,19.028847,19.419693,18.590794
Gaia DR2 6397167179653715584,5447.0,,14.06094453,71.12,18.790764,19.147814,18.307884
Gaia DR2 6398733266463574400,5748.0,,20.16879307,49.58,17.8701,18.167404,17.447435
Gaia DR2 6421798885816012288,5716.0,,10.22320286,97.82,19.392302,19.7884,19.00802
Gaia DR2 6429838617917056512,5035.0,,16.20711286,61.70,18.596724,19.02488,18.019632
Gaia DR2 6437376495975549312,6977.0,,12.85082789,77.82,17.841217,18.012196,17.575739
Gaia DR2 643989938983182080,4649.0,,10.8603696,92.08,19.838896,20.405993,19.219269
Gaia DR2 6448553989449454080,4580.0,,16.58724183,60.29,19.006289,19.597635,18.329062
Gaia DR2 6468965052723781888,4139.0,,27.99174226,35.72,18.263735,18.943853,17.4816
Gaia DR2 6504914203869044864,4649.0,,10.27244062,97.35,19.796457,20.389172,19.168848
Gaia DR2 6505113009316709760,5132.0,,31.34237285,31.91,17.246626,17.697142,16.6709
Gaia DR2 6512768663966870144,7032.0,,11.17511093,89.48,18.547379,18.726566,18.313263
Gaia DR2 6527220030624520704,5941.0,,18.83011711,53.11,17.61431,17.894135,17.262243
Gaia DR2 6544999472944970112,4797.0,,11.81151994,84.66,19.61745,20.128698,19.028187
Gaia DR2 6548284573171056000,7941.0,,10.78152848,92.75,17.99453,18.049393,17.755928
Gaia DR2 6552878165248320896,4270.0,,30.89281388,32.37,18.00283,18.644266,17.236917
Gaia DR2 6576167638296358272,6011.0,,10.67691549,93.66,19.007853,19.28703,18.640585
Gaia DR2 6577159019826642944,4541.0,,13.5378997,73.87,19.423468,20.154217,18.805721
Gaia DR2 6577472380640481536,4652.0,,12.08240814,82.76,20.14786,20.703077,19.408655
Gaia DR2 6579832173112600192,4688.0,,11.04149037,90.57,19.908451,20.544853,19.287464
Gaia DR2 6580498481454705408,6720.0,,17.5432365,57.00,17.263474,17.410778,17.062218
Gaia DR2 6584418167391671808,,,35.7903899,27.94,19.96683,20.949383,19.024124
Gaia DR2 6589836564989543168,8682.0,,12.40203884,80.63,17.31516,17.369038,17.21682
Gaia DR2 6598883720324218240,8602.0,,17.53808694,57.02,16.75506,16.809303,16.66147
Gaia DR2 6616072385600773120,8572.0,,10.22306228,97.82,17.999914,18.06905,17.888208
Gaia DR2 6619101437056372992,8918.0,,10.91613904,91.61,17.109144,17.168907,17.062717
Gaia DR2 6620665767224782592,7925.0,,10.28681614,97.21,18.595112,18.759468,18.345291
Gaia DR2 6633233941046867200,5255.0,,11.28253728,88.63,19.958582,20.45614,19.520025
Gaia DR2 6638226342312059648,4587.0,,16.32570676,61.25,19.581718,20.159325,18.935627
Gaia DR2 6658005048964693760,10917.0,,33.82264799,29.57,14.558994,14.5647545,14.530981
Gaia DR2 6662290464252922112,6881.0,,17.74098142,56.37,17.370716,17.53998,17.117899
Gaia DR2 6677111945416616064,4756.0,,10.05966113,99.41,20.101593,20.684273,19.562359
Gaia DR2 6691814103801080704,4821.0,,16.16666276,61.86,18.974312,19.505941,18.366362
Gaia DR2 6692573110423893376,4968.0,,25.31730619,39.50,17.798258,18.303717,17.16447
Gaia DR2 6695506362632368896,4734.0,,11.42590047,87.52,19.817371,20.359653,19.180466
Gaia DR2 6698657356798995712,6690.0,,12.18214497,82.09,18.367662,18.56061,18.074015
Gaia DR2 6710231370242928640,4791.0,,11.76109972,85.03,19.74083,20.372828,19.194664
Gaia DR2 6725603431860361088,4914.0,,10.56142426,94.68,19.274391,19.759886,18.678093
Gaia DR2 6726410271529324544,6025.0,,16.16715356,61.85,17.707281,17.93861,17.355648
Gaia DR2 6744843579679059968,5305.0,,29.27478828,34.16,17.198227,17.616455,16.62508
Gaia DR2 6776992990432059264,6889.0,,10.01273151,99.87,18.612488,18.772783,18.334587
Gaia DR2 6777553092823954048,8002.0,,10.95130618,91.31,17.608156,17.720465,17.471498
Gaia DR2 6788656957673130112,9773.0,,30.49476296,32.79,15.11675,15.15443,15.037302
Gaia DR2 6792936256929105408,8332.0,,14.9947633,66.69,16.864779,16.937723,16.760242
Gaia DR2 6809585263858474240,8301.0,,10.32771317,96.83,18.153143,18.280468,17.970434
Gaia DR2 6820959849087021312,5103.0,,15.69460959,63.72,18.832787,19.269226,18.333536
Gaia DR2 6835143205491893120,6350.0,,14.83146575,67.42,18.648148,18.981976,18.218763
Gaia DR2 6852872246369917056,6248.0,,14.69468567,68.05,18.400326,18.757648,17.871977
Gaia DR2 687576710212105856,4657.0,,13.36529081,74.82,19.296576,19.895025,18.620668
Gaia DR2 6901430120121443840,4892.0,,12.78359887,78.23,19.292728,19.876675,18.704832
Gaia DR2 717044652628561408,4530.0,,11.81788903,84.62,19.812082,20.51019,19.145256
Gaia DR2 750160156150755328,5396.0,,13.90958097,71.89,18.77199,19.07997,18.289028
Gaia DR2 775677140971643776,4520.0,,12.79456743,78.16,19.479752,20.095737,18.736382
Gaia DR2 78649033103100416,4883.0,,30.98869207,32.27,17.804127,18.335514,17.164316
Gaia DR2 792275437224230016,5534.0,,10.75250461,93.00,19.46608,19.814203,18.966042
Gaia DR2 814676062494786816,5542.0,,10.15341612,98.49,19.363039,19.669237,18.921871
Gaia DR2 818833831355548928,4644.0,,12.73620064,78.52,19.619797,20.179922,18.969118
Gaia DR2 839623225415201920,6399.0,,13.23852866,75.54,18.937105,19.191275,18.549946
Gaia DR2 839750257663742464,10595.0,,12.38409353,80.75,16.745592,16.747921,16.717434
Gaia DR2 847272257226467840,5596.0,,13.86552074,72.12,18.67145,18.991104,18.221704
Gaia DR2 848427427335438464,4686.0,,10.76876767,92.86,19.592146,20.07477,18.920538
Gaia DR2 866081701427025536,7165.0,,11.63783999,85.93,17.94942,18.085566,17.735483
Gaia DR2 866574493091351936,8487.0,,12.20275338,81.95,17.449703,17.53748,17.295416
Gaia DR2 92009503837556096,5158.0,,12.92490197,77.37,18.855812,19.297447,18.31486
Gaia DR2 941091346746943616,4427.0,,13.41849703,74.52,19.48523,20.33395,18.75965
Gaia DR2 950361883331847424,9728.0,,20.02975421,49.93,15.917061,15.941576,15.861405
Gaia DR2 954694779483408896,7074.0,,16.45087001,60.79,18.00806,18.234896,17.673145
Gaia DR2 976556132954831488,8356.0,,12.59667518,79.39,17.763304,17.88217,17.556679
Gaia DR2 992734548910774784,4640.0,,13.17728662,75.89,19.339949,20.036652,18.679031
Gaia DR2 996049988785290112,4611.0,,17.60665205,56.80,18.90096,19.454773,18.238264
LB 2597,8839.0,,14.777,67.67,16.8228,16.89,16.7127
LHS 2534,5362.0,,26.28455199,38.05,17.806967,18.234356,17.248135
LHS 2710,5094.0,-4.2,43.22843599,23.13,17.0122,17.455467,16.42961
LP 20-214,4835.0,-4.05,30.63057742,32.65,17.419945,17.936306,16.761894
LP 212-60,6229.0,-3.95,25.56101421,39.12,17.296217,17.54906,16.896702
LP 313-27,5440.0,,18.17086763,55.03,18.475153,18.814138,18.004871
LP 401-31,7060.0,-3.7,16.37900101,61.05,17.37438,17.525368,17.127197
LP 404-7,5854.0,,24.90310494,40.16,17.061426,17.339972,16.620493
LSPM J0044+0418,6003.0,,13.28992282,75.24,18.478773,18.69892,18.123987
LSPM J0107+2650,5151.0,,13.89708366,71.96,18.880512,19.215988,18.471424
LSPM J0823+0546,5866.0,,20.84132191,47.98,17.22373,17.470726,16.860546
LSPM J1351+4253,6526.0,,25.43081634,39.32,16.840275,17.026863,16.515295
LSPM J2201+0219,4580.0,,15.60652633,64.08,19.11701,19.674145,18.489317
LSPM J2231+0906,5672.0,,11.2762,88.68,18.9497,19.1899,18.5818
NAME HL 4,4821.0,-4.2,155.2373,6.44,14.2367,14.7266,13.593
NLTT 19026,6452.0,,19.08770047,52.39,17.527122,17.716887,17.199896
NLTT 19272,6075.0,,18.31856744,54.59,17.598385,17.83048,17.219942
PB 85,8422.0,,12.67107176,78.92,17.331205,17.406876,17.184822
PG 1225-079,11248.0,,30.55648357,32.73,14.730145,14.731651,14.718175
PG 2322+119,9128.0,,19.84792642,50.38,15.982598,16.006203,15.922494
PHL 1255,10007.0,,10.16168835,98.41,17.363987,17.402126,17.302492
PSO J164.1738+57.2466,7275.0,,10.59549795,94.38,18.239954,18.366528,17.985924
Ross 640,8346.0,-3.22,62.91089693,15.90,13.783075,13.848143,13.660725
SDSS J011646.10+205001.9,6407.0,,13.43846544,74.41,18.034986,18.258713,17.760544
SDSS J015217.94+241850.6,7676.0,,18.85523276,53.04,16.895252,17.032772,16.661459
SDSS J072109.48+395539.6,6719.0,,10.4771978,95.45,18.31972,18.4434,18.063448
SDSS J073635.22+411828.2,5190.0,,12.64895143,79.06,19.50249,20.033848,18.955936
SDSS J074414.66+464912.5,4771.0,,18.24971535,54.80,18.62051,19.127163,18.011251
SDSS J074942.87+312424.6,6624.0,,10.99740156,90.93,18.535145,18.760313,18.257877
SDSS J080131.16+532900.9,8854.0,,12.17453602,82.14,17.458933,17.550667,17.36601
SDSS J080643.94+405837.7,6091.0,,10.80597678,92.54,18.835184,19.10168,18.470413
SDSS J083858.56+232252.9,5880.0,,12.19200082,82.02,18.891779,19.1805,18.565544
SDSS J084223.14+140615.9,7041.0,,10.11815501,98.83,18.202644,18.335306,17.992353
SDSS J084849.42+354858.0,7803.0,,11.3729336,87.93,18.060314,18.128897,17.883944
SDSS J091621.36+254028.4,5812.0,,21.44347307,46.63,17.638391,18.042028,17.096315
SDSS J095119.85+403322.4,8300.0,,13.9268919,71.80,17.483545,17.580538,17.326767
SDSS J095934.77+255618.8,8936.0,,17.61337063,56.78,16.511276,16.568953,16.395828
SDSS J103126.19+120340.4,8731.0,,10.0055721,99.94,17.87897,17.950628,17.755852
SDSS J104046.48+240759.5,5940.0,,10.34874243,96.63,18.936975,19.25185,18.573898
SDSS J104319.84+351641.6,6079.0,,11.61084932,86.13,18.682087,18.940895,18.301529
SDSS J104433.42+202313.0,8303.0,,11.25318948,88.86,17.708696,17.786049,17.582151
SDSS J104652.44+242438.6,6275.0,,17.13712357,58.35,17.820314,18.024176,17.470146
SDSS J110234.21+021459.2,5729.0,,10.46355452,95.57,19.230637,19.509584,18.866804
SDSS J114441.92+121829.2,5345.0,,19.96314009,50.09,17.94493,18.324713,17.462084
SDSS J122437.07+283853.0,4969.0,,12.35397629,80.95,19.273182,19.7779,18.788548
SDSS J122656.39+293643.9,4547.0,,10.6808809,93.63,19.824186,20.379549,19.198786
SDSS J133624.26+354751.2,6593.0,,16.78814773,59.57,17.6735,17.885363,17.373135
SDSS J140137.31+365909.9,6011.0,,12.18206246,82.09,18.571032,18.82571,18.203104
SDSS J140410.72+362056.8,6117.0,,12.389312,80.71,18.539963,18.77017,18.242899
SDSS J140918.87+151136.3,6627.0,,11.37092278,87.94,18.571634,18.73447,18.283234
SDSS J144022.52-023222.2,6645.0,,10.07550004,99.25,18.486828,18.624052,18.201113
SDSS J144516.24-020849.6,6476.0,,11.30419516,88.46,18.576403,18.77253,18.255472
SDSS J144804.49+104709.1,6503.0,,11.25399356,88.86,18.645496,18.876154,18.419127
SDSS J151835.63+050627.5,5220.0,,14.63624692,68.32,18.974596,19.361053,18.39158
SDSS J153129.26+424015.7,7039.0,,11.56508337,86.47,18.094866,18.243832,17.877687
SDSS J154729.96+065909.5,8690.0,,11.42484658,87.53,17.436766,17.51558,17.330307
SDSS J155429.01+173545.9,6885.0,,17.64109935,56.69,17.446392,17.641031,17.192835
SDSS J163601.33+161907.1,4407.0,,14.16208819,70.61,19.648352,20.315075,19.05767
SDSS J164336.31+142250.2,6422.0,,13.17352144,75.91,18.224426,18.439283,17.888517
SDSS J164744.70+263646.7,7389.0,-3.41,19.82235324,50.45,16.901,17.048685,16.648542
SDSS J165101.72+424955.5,5569.0,,11.16159628,89.59,19.27138,19.775406,18.7046
SDSS J230414.49+241554.0,4912.0,,11.54527133,86.62,19.283245,19.81301,18.756714
Ton 949,9146.0,-3.11,40.71812474,24.56,14.743754,14.805364,14.635134
USNO-B1.0 0937-00210798,6935.0,,15.33629643,65.20,17.719683,17.890429,17.473618
USNO-B1.0 1152-00234632,7704.0,,18.55540415,53.89,17.101137,17.247168,16.868439
USNO-B1.0 1419-00233520,6988.0,,12.69836872,78.75,17.851578,18.002453,17.624887
WD 0033-114,7572.0,,19.1585793,52.20,16.970182,17.090406,16.776703
WD 0042+140.1,4758.0,,17.33176629,57.70,18.511591,18.982794,17.885765
WD 0058-570,6714.0,,23.19723255,43.11,16.917542,17.09056,16.64056
WD 0122-227,9145.0,,15.49397966,64.54,16.887125,16.931488,16.801619
WD 0132+127,5921.0,,10.08725398,99.14,19.015152,19.236038,18.6985
WD 0150+089,9139.0,,12.74499594,78.46,17.106594,17.166359,17.006624
WD 0446-255,9934.0,,11.00234497,90.89,16.941748,16.959494,16.942019
WD 0625+10,8490.0,,18.90080947,52.91,16.495163,16.570175,16.346088
WD 0744+352,5492.0,,21.03968195,47.53,17.912563,18.238585,17.479515
WD 0801+228,5173.0,,25.37401231,39.41,17.656767,18.08385,17.075903
WD 0816-310,6754.0,-3.73,51.6508,19.36,15.3868,15.6023,15.062
WD 0840-136,5388.0,-4.04,67.52160152,14.81,15.592953,15.969452,15.072603
WD 0846+186,6167.0,,11.32671159,88.29,18.721972,18.941769,18.365267
WD 0848+159,6222.0,,10.03140524,99.69,18.815512,19.045246,18.504622
WD 0930+379,5729.0,,14.01579168,71.35,18.53384,18.967434,18.060356
WD 0936+560,8888.0,,14.58689822,68.55,16.744957,16.7991,16.673616
WD 1009-184,6394.0,-3.74,55.2898,18.09,15.3305,15.5686,14.9533
WD 1032+230,7228.0,-3.59,24.42940086,40.93,16.549526,16.687914,16.33854
WD 1200+088,6204.0,,16.01419788,62.44,17.858892,18.06001,17.557354
WD 1225+637,7803.0,,10.2495771,97.57,18.130632,18.242096,17.935219
WD 1243+121,8400.0,,12.40083209,80.64,17.412916,17.50451,17.278265
WD 1251-023,6892.0,,12.69777325,78.75,18.260094,18.465221,18.012232
WD 1338-311,7935.0,-3.09,14.41045492,69.39,17.192532,17.26686,17.069063
WD 1422-006,7061.0,,14.1474103,70.68,17.895021,18.069426,17.666536
WD 1426+442,6793.0,,22.32060717,44.80,16.892662,17.082031,16.633833
WD 1440+068,6474.0,,14.84978332,67.34,18.035448,18.279821,17.633204
WD 1532+12,5790.0,-3.86,51.94608187,19.25,15.590476,15.924131,15.130042
WD 1626+490,5207.0,,16.56479838,60.37,18.65512,19.100084,18.076418
WD 2051-051,10128.0,,22.4445982,44.55,15.521703,15.539207,15.477406
WD 2216-657,9821.0,-2.93,39.16966647,25.53,14.49897,14.532537,14.426042
WD 2345-447,5350.0,-4.38,27.3937,36.50,17.6789,18.0697,17.1421
WD 2358-114,6531.0,,13.62744496,73.38,18.281126,18.481897,17.959522
Wolf 28,6112.0,-3.79,231.7799995,4.31,12.299163,12.53123,11.933642
[OHD2001] WD J2356-209,4301.0,,15.27592354,65.46,19.95024,20.754498,18.919077
[VV2010] J135632.7+241605,6372.0,,10.27793727,97.30,18.777937,19.00986,18.44885
