wdid,teff,logL,parallax,Dpc,G,BP,RP
Gaia DR2 1543356369938446720,5015.0,,11.45184089,87.32,19.39339,19.857996,18.773396
Gaia DR2 1543840528716704512,5091.0,,10.00469593,99.95,19.866638,20.243576,19.24349
Gaia DR2 1544353553970169728,6500.0,,10.17295228,98.30,19.183887,19.488995,18.85708
Gaia DR2 154537772330054656,5866.0,,23.23682149,43.04,17.568266,17.877367,17.088062
Gaia DR2 154573746975995264,6172.0,,10.25595894,97.50,19.331717,19.643545,18.876421
Gaia DR2 1546780420950246912,4839.0,,12.23616938,81.72,19.501534,19.997591,18.844473
Gaia DR2 1548117972546002560,5557.0,,14.00223774,71.42,18.677938,19.027445,18.137625
Gaia DR2 1549228032613591040,5036.0,,10.36774779,96.45,19.808233,20.224092,19.19409
Gaia DR2 1550208900064886656,6115.0,,10.28511346,97.23,18.890467,19.24762,18.42675
Gaia DR2 155051141179252352,10321.0,,12.15397984,82.28,17.180544,17.24581,17.129953
Gaia DR2 1551454612379717760,6250.0,,17.01802707,58.76,18.276161,18.572908,17.869839
Gaia DR2 1552504680343817984,6068.0,,10.65225719,93.88,19.026747,19.334318,18.550303
Gaia DR2 155361581416900992,8170.0,,11.11505289,89.97,17.653662,17.801533,17.430086
Gaia DR2 1554850591480752384,5601.0,,12.87513798,77.67,18.796556,19.164202,18.26403
Gaia DR2 155656692914742016,6086.0,,11.03201106,90.65,19.04658,19.353813,18.64729
Gaia DR2 1559111783825792,8685.0,,14.77861601,67.67,17.2064,17.313112,17.017721
Gaia DR2 1559416798846597632,4424.0,,12.55547434,79.65,19.728287,20.430975,19.000858
Gaia DR2 1561941170170300288,6046.0,,12.35596014,80.93,18.7283,19.04466,18.287598
Gaia DR2 1562601190679806080,5531.0,,15.66372704,63.84,17.725018,18.074385,17.182774
Gaia DR2 156379484371175552,8376.0,,10.54854767,94.80,17.75789,17.90206,17.559202
Gaia DR2 1566530913957066240,11604.0,,10.95668097,91.27,16.793283,16.799257,16.814905
Gaia DR2 1566592001275738368,5443.0,,11.11710037,89.95,19.34122,19.753826,18.785376
Gaia DR2 1568436951724556416,7993.0,,16.75545978,59.68,16.835527,16.968609,16.605915
Gaia DR2 1570111709795010816,5343.0,,11.62937377,85.99,19.253588,19.76485,18.753035
Gaia DR2 1570659781981537024,5382.0,,15.24921224,65.58,19.075066,19.470087,18.512503
Gaia DR2 1570828282138630400,4910.0,,11.13283409,89.82,18.85558,19.333725,18.21913
Gaia DR2 1572601725674655488,4248.0,,12.93994592,77.28,19.552788,20.254421,18.796087
Gaia DR2 1572762739704662144,4728.0,,10.59049166,94.42,19.89261,20.299768,19.314508
Gaia DR2 1573089397737635712,4940.0,,19.37182475,51.62,18.35426,18.834204,17.691603
Gaia DR2 1574781163879398912,5408.0,,10.46158822,95.59,19.483568,19.872696,18.900696
Gaia DR2 1575107070293783296,9047.0,,13.56874946,73.70,16.784138,16.866371,16.626892
Gaia DR2 1575509800786419712,5324.0,,14.18674582,70.49,17.824404,18.196796,17.259268
Gaia DR2 1577838944371859456,4926.0,,10.33153847,96.79,19.762386,20.357279,19.140959
Gaia DR2 157983774913609088,5202.0,,14.46122593,69.15,18.872349,19.26682,18.29756
Gaia DR2 1581002544266699392,4693.0,,17.43198529,57.37,19.169653,19.73347,18.449991
Gaia DR2 1582663189077609088,5355.0,,19.1631302,52.18,18.096148,18.501177,17.52001
Gaia DR2 1582991152779542400,6148.0,,13.93185134,71.78,18.33081,18.621681,17.895206
Gaia DR2 1587150257375155584,6110.0,,10.64460516,93.94,18.741468,19.07851,18.396416
Gaia DR2 1587611884756030720,11226.0,,12.5615922,79.61,16.456385,16.478409,16.430445
Gaia DR2 1588167580509149312,5678.0,,10.24654294,97.59,19.493946,19.840357,19.030237
Gaia DR2 1589209333416214272,6451.0,,15.98633488,62.55,17.716908,17.956573,17.314129
Gaia DR2 1590462948470580480,6181.0,,10.97414551,91.12,19.084541,19.365494,18.69833
Gaia DR2 159046491558495744,6563.0,,10.12038967,98.81,18.925396,19.12184,18.525328
Gaia DR2 159266973704562304,5003.0,,19.77132299,50.58,18.502626,19.069107,17.929691
Gaia DR2 1593599855144838912,5576.0,,18.82335844,53.13,18.050892,18.419434,17.512781
Gaia DR2 159389878487035648,5552.0,,10.70953978,93.37,19.42317,19.750307,18.813805
Gaia DR2 1596812426258489600,8367.0,,14.56221455,68.67,16.891441,16.998774,16.680773
Gaia DR2 1596840493868996864,6214.0,,11.29544106,88.53,18.988049,19.296438,18.5038
Gaia DR2 1599685347062685184,11816.0,,10.61699703,94.19,16.779263,16.796528,16.79334
Gaia DR2 1599832131865391360,5139.0,,14.43037012,69.30,19.325195,19.799156,18.773376
Gaia DR2 1600035129199827968,5576.0,,12.60258054,79.35,18.872248,19.259947,18.357962
Gaia DR2 1600259390916467072,4318.0,,12.84482692,77.85,19.778511,20.50513,19.058754
Gaia DR2 160109302690572544,6464.0,,10.46503009,95.56,18.694258,18.949234,18.31242
Gaia DR2 1602106536090424960,5986.0,,14.20867706,70.38,18.295506,18.581604,17.845888
Gaia DR2 1602274314692885376,5871.0,,12.02625498,83.15,18.510502,18.779142,18.03517
Gaia DR2 1603202920982243328,5275.0,,10.51115131,95.14,19.465387,19.967175,18.885975
Gaia DR2 1604200899583092992,5585.0,,10.6864773,93.58,19.35652,19.745127,18.84945
Gaia DR2 160609820997846528,6261.0,,14.34797978,69.70,18.052933,18.31737,17.65342
Gaia DR2 1606901025263230592,4999.0,,15.74750382,63.50,18.92697,19.513535,18.377039
Gaia DR2 160812925708014080,5506.0,,10.08063293,99.20,19.686537,20.107023,19.174652
Gaia DR2 1608138835023488,6451.0,,19.8745416,50.32,17.930254,18.205278,17.583025
Gaia DR2 1608747311444717440,5978.0,,13.27148463,75.35,19.000477,19.321836,18.577488
Gaia DR2 1609392862209121664,6718.0,,18.7872147,53.23,19.234283,19.453562,18.915136
Gaia DR2 1609479792346820736,4244.0,,13.02120071,76.80,19.464542,20.16066,18.671686
Gaia DR2 1612301860739133952,7058.0,,13.33349247,75.00,17.81304,18.030472,17.484556
Gaia DR2 1612339420228653440,4096.0,,13.45576337,74.32,20.068737,20.781115,19.324146
Gaia DR2 1616103353471994752,5026.0,,11.72137989,85.31,19.38526,19.823847,18.766796
Gaia DR2 16166875377576064,6589.0,,10.38815316,96.26,18.875835,19.009243,18.552675
Gaia DR2 161914739438405632,7031.0,,11.33969702,88.19,17.421652,17.61256,17.092487
Gaia DR2 1619166249269416832,5644.0,-3.8,14.18041387,70.52,17.398354,17.75643,16.902767
Gaia DR2 16227589035461376,6851.0,,10.99761495,90.93,18.433662,18.67449,18.11215
Gaia DR2 1622881670858925312,5093.0,,10.60226325,94.32,19.54017,19.964365,18.93205
Gaia DR2 1623911878894401024,4964.0,,11.53333129,86.71,19.683308,20.256428,19.044832
Gaia DR2 1626878090683867136,6867.0,,11.93706941,83.77,18.115604,18.334673,17.774828
Gaia DR2 1627064973301021056,6438.0,,15.86677922,63.02,17.699066,17.938738,17.297382
Gaia DR2 1628379675674825984,6499.0,,11.00549581,90.86,18.448065,18.725128,18.129793
Gaia DR2 1629499704360785920,5347.0,,10.19369714,98.10,19.737125,20.190166,19.168139
Gaia DR2 1631796309274519040,12193.0,,11.41225205,87.63,16.937714,16.943325,16.972645
Gaia DR2 1631815069691601792,5815.0,,13.54600367,73.82,18.459972,18.787466,17.989595
Gaia DR2 1633045217045425024,4511.0,,10.8923115,91.81,19.95862,20.419695,19.244406
Gaia DR2 1633504675468010624,9781.0,,11.9874353,83.42,16.776505,16.83874,16.692327
Gaia DR2 1633890943348374528,5855.0,,12.78333035,78.23,18.945206,19.290947,18.468048
Gaia DR2 1636528882198043648,6017.0,,12.1546203,82.27,18.6486,18.930225,18.21629
Gaia DR2 1636801251843863424,6452.0,,10.29892353,97.10,18.98607,19.29198,18.624542
Gaia DR2 1637642442663523712,5109.0,,10.44658412,95.73,19.926847,20.506138,19.403727
Gaia DR2 1637681131728713472,6108.0,,15.78583755,63.35,18.123896,18.462475,17.708447
Gaia DR2 1637873992939567104,4619.0,,16.16300875,61.87,19.01419,19.698624,18.331415
Gaia DR2 1638448388981845888,14844.0,,12.91429752,77.43,15.710588,15.678785,15.826868
Gaia DR2 1639251509211049856,5018.0,,12.03159963,83.11,19.522224,20.079967,18.947506
Gaia DR2 1640335009200444800,4860.0,,11.80561292,84.71,19.688702,20.245733,19.049122
Gaia DR2 1640907889118460672,4718.0,,11.59937554,86.21,19.784475,20.385025,19.09517
Gaia DR2 16426811093797760,12827.0,,16.36701605,61.10,15.922812,15.88987,15.885235
Gaia DR2 1642722426904507904,5536.0,,10.17281095,98.30,19.610136,20.058151,19.102966
Gaia DR2 164297449857329408,8049.0,,16.11537948,62.05,16.94931,17.09504,16.69639
Gaia DR2 1643551566043342848,7822.0,,12.19064091,82.03,17.205961,17.318691,16.978168
Gaia DR2 1643583241427126656,5457.0,,15.33495579,65.21,18.641573,19.054806,18.130924
Gaia DR2 1643897255075822976,6272.0,,16.17940507,61.81,17.791441,18.0499,17.37055
Gaia DR2 1643897255075823104,5572.0,,16.30922609,61.31,18.417841,18.799738,17.919443
Gaia DR2 1646478461701551104,6643.0,,12.43089824,80.44,18.620043,18.876411,18.318037
Gaia DR2 1647009319658785024,5320.0,,11.58454287,86.32,19.090666,19.48949,18.569687
Gaia DR2 1647162396588999552,6264.0,,27.89091068,35.85,16.585602,16.83456,16.18136
Gaia DR2 1647193522216407680,5693.0,,11.02845756,90.67,19.33475,19.730064,18.811993
Gaia DR2 1647308730418845952,6617.0,,15.41202517,64.88,17.770657,18.00167,17.421108
Gaia DR2 1647332163760180864,7689.0,,10.04446509,99.56,18.603876,18.76466,18.331873
Gaia DR2 164920662493432064,4781.0,,10.11253475,98.89,19.380817,19.900585,18.700684
Gaia DR2 165066141626360320,6361.0,,13.2707702,75.35,18.082743,18.346354,17.65791
Gaia DR2 1651687810354834688,8073.0,,10.12632566,98.75,17.28793,17.40682,17.06862
Gaia DR2 1651999178303252864,4687.0,,11.37130138,87.94,19.821375,20.393143,19.065678
Gaia DR2 1652043330567438336,5590.0,,10.47993762,95.42,19.318604,19.68344,18.774685
Gaia DR2 1652335835020534016,7010.0,,18.3214227,54.58,17.028767,17.218315,16.705545
Gaia DR2 1653185998026583296,5397.0,,16.06483895,62.25,18.413294,18.822819,17.924496
Gaia DR2 1653662606253165696,10025.0,,11.15157406,89.67,17.611235,17.676167,17.53322
Gaia DR2 1654279187462370048,4800.0,,13.96631514,71.60,19.425638,19.980461,18.816935
Gaia DR2 1654393914628550656,6025.0,,11.79158446,84.81,19.234152,19.567024,18.730726
Gaia DR2 1655713470317022720,7392.0,,12.12594457,82.47,17.368023,17.45688,17.042442
Gaia DR2 1655757824443490688,8479.0,,15.5167134,64.45,16.72983,16.847343,16.540436
Gaia DR2 1656772403094035200,6037.0,,23.18449907,43.13,17.37935,17.686375,16.941978
Gaia DR2 1657597483491271552,5891.0,,12.53934892,79.75,18.920223,19.250471,18.39803
Gaia DR2 1662778377985657344,5853.0,,12.50656873,79.96,18.76117,19.102257,18.271214
Gaia DR2 1663839681584291072,5621.0,,11.79783815,84.76,19.136654,19.488312,18.6243
Gaia DR2 166587938734739328,8561.0,,10.32223296,96.88,17.867685,18.012184,17.400711
Gaia DR2 1667597434370696320,4451.0,,11.24920071,88.90,20.002728,20.641346,19.221388
Gaia DR2 166781895161704960,5946.0,,11.70926356,85.40,18.855083,19.113297,18.470833
Gaia DR2 16679664408473344,8135.0,,15.35816324,65.11,17.73513,17.89337,17.509989
Gaia DR2 1668302977238052992,5330.0,,12.54644214,79.70,19.241177,19.643328,18.730072
Gaia DR2 1668331117863854464,4761.0,,10.91087558,91.65,19.762861,20.435831,19.130945
Gaia DR2 1669095729418204416,11952.0,,10.7826111,92.74,16.120325,16.108158,16.159046
Gaia DR2 1669171110387711744,5082.0,,18.3685713,54.44,18.705233,19.207758,18.087347
Gaia DR2 1669596724467221632,4341.0,,15.22137099,65.70,19.341333,20.061956,18.591833
Gaia DR2 1669738016006998528,7181.0,,13.84415543,72.23,17.430292,17.624285,17.125605
Gaia DR2 1671824128866481792,5187.0,,11.09899202,90.10,19.373505,19.914152,18.76389
Gaia DR2 1673286414907904256,8899.0,,11.01288577,90.80,17.235495,17.330761,17.087969
Gaia DR2 1674306418100845056,5729.0,,10.55526378,94.74,19.446909,19.815031,18.92192
Gaia DR2 1674438320840981376,7674.0,,10.88807077,91.84,18.574238,18.758268,18.35518
Gaia DR2 1674443444737270784,7335.0,,14.75955252,67.75,17.368093,17.536476,17.077444
Gaia DR2 1674882283020131584,4688.0,,13.58545432,73.61,19.487652,20.024027,18.854239
Gaia DR2 1675699568051964800,4343.0,,15.78829181,63.34,19.552238,20.118086,18.724161
Gaia DR2 167602478729871616,5805.0,,13.13342823,76.14,19.453133,19.854855,18.985048
Gaia DR2 167625602834897152,5646.0,,10.58346283,94.49,19.511194,19.824385,19.024954
Gaia DR2 1677716789636812160,4677.0,,12.13662157,82.40,19.653149,20.191011,18.92764
Gaia DR2 1682022481467013504,12245.0,,11.00651874,90.86,16.817072,16.82462,16.859152
Gaia DR2 1682144424177509888,7078.0,,10.52309942,95.03,18.766232,18.963457,18.547539
Gaia DR2 1682459979719722880,5534.0,,10.42193057,95.95,19.422226,19.80647,18.891966
Gaia DR2 1683086014153625344,5091.0,,20.82530416,48.02,17.969545,18.423813,17.342209
Gaia DR2 1683698652583632000,14406.0,,10.16002789,98.42,16.914145,16.891497,17.021946
Gaia DR2 1683882575967706496,6212.0,,10.53347997,94.94,19.266106,19.579338,18.773188
Gaia DR2 1684555515739151360,9659.0,,17.80161632,56.17,16.090609,16.164043,15.948864
Gaia DR2 1684701849569650432,5409.0,,11.92698181,83.84,19.30334,19.735308,18.766151
Gaia DR2 168546199007133440,6299.0,,10.40145598,96.14,19.565996,19.841246,19.164644
Gaia DR2 1685947046487759616,6011.0,,13.94441371,71.71,18.291227,18.57237,17.828348
Gaia DR2 168604374341638912,8726.0,,12.66678594,78.95,17.041979,17.113865,16.896425
Gaia DR2 1687105489362392320,4693.0,,14.78921496,67.62,19.102156,19.617664,18.397133
Gaia DR2 1687717054050293760,4515.0,,13.6415825,73.31,19.936504,20.613085,19.202915
Gaia DR2 1688070959355309312,7811.0,-3.26,17.26509951,57.92,16.827784,16.966568,16.569532
Gaia DR2 168852035037491072,7780.0,,10.88551166,91.87,18.618752,18.778048,18.418232
Gaia DR2 1688574226443221760,6879.0,,10.89010686,91.83,17.76113,17.952372,17.403006
Gaia DR2 1689171261256716416,8336.0,,15.43489427,64.79,19.236404,19.362902,19.06764
Gaia DR2 1689688688851948032,4757.0,,11.55612502,86.53,19.777166,20.19107,19.055815
Gaia DR2 1690639044855454848,5223.0,,10.64765082,93.92,19.491236,20.044989,18.924683
Gaia DR2 1691007651833864064,6236.0,,10.559538,94.70,18.649174,18.927944,18.283146
Gaia DR2 1691219518276096640,8557.0,,16.12331756,62.02,16.51982,16.625546,16.348888
Gaia DR2 1691957732959636608,4183.0,,15.93591507,62.75,19.349731,20.082218,18.55178
Gaia DR2 1692520339315508224,6378.0,,24.19580526,41.33,16.765402,17.009615,16.3714
Gaia DR2 1692633451573982720,5169.0,,15.40690227,64.91,18.6235,19.147118,18.065748
Gaia DR2 169312043214604160,4636.0,,12.5182267,79.88,19.72374,20.366505,19.01804
Gaia DR2 1694000595499961856,7227.0,,16.86147173,59.31,17.287228,17.470411,16.980145
Gaia DR2 1694227850809466112,5182.0,,14.71187884,67.97,18.81799,19.293236,18.342464
Gaia DR2 1695004995075958784,5811.0,,11.05685956,90.44,19.655481,20.076723,19.202387
Gaia DR2 1697853387322924544,6481.0,,11.22035357,89.12,18.381804,18.631899,18.02841
Gaia DR2 1698691490060315136,7743.0,,17.99125666,55.58,16.75665,16.893763,16.49184
Gaia DR2 1699645724419193088,5404.0,,15.68200064,63.77,18.69477,19.1283,18.146793
Gaia DR2 1699812132927122560,8196.0,,10.90245101,91.72,17.594646,17.716452,17.394373
Gaia DR2 1699933766400788224,5314.0,,10.79397732,92.64,19.267756,19.726667,18.7057
Gaia DR2 1700430814377248768,5501.0,,12.66837962,78.94,19.079424,19.516033,18.537336
Gaia DR2 170065281698249728,24330.0,,10.14126911,98.61,14.894721,14.776932,15.140257
Gaia DR2 1700929855216071808,5832.0,,10.68461505,93.59,19.300425,19.701752,18.900682
Gaia DR2 1702044691288290304,15582.0,,15.25061997,65.57,15.145609,15.093884,15.277514
Gaia DR2 1702418864543992576,7918.0,,18.94693594,52.78,16.730595,16.86514,16.445087
Gaia DR2 1702877532691158656,5889.0,,13.38654059,74.70,17.702427,18.02193,17.227894
Gaia DR2 1703268374715128320,6074.0,,11.4192513,87.57,18.608147,18.885708,18.165554
Gaia DR2 1703379704562897280,12816.0,,29.85625659,33.49,14.244007,14.17596,14.138647
Gaia DR2 1704827791440274560,5311.0,,22.33653801,44.77,17.953693,18.349674,17.390343
Gaia DR2 1704918191912744192,6767.0,,18.11042707,55.22,17.342339,17.556482,16.966549
Gaia DR2 170540923553084160,4589.0,,12.92228961,77.39,19.363062,19.975306,18.597578
Gaia DR2 17054112541696000,4821.0,,15.93988344,62.74,19.14296,19.634783,18.507977
Gaia DR2 1705751041906319872,12376.0,,10.04591679,99.54,16.527536,16.538866,16.585064
Gaia DR2 170648503898774912,9021.0,,10.58672325,94.46,17.47057,17.577799,17.317871
Gaia DR2 1707029872713236352,5400.0,,10.98423426,91.04,19.393885,19.907982,18.895615
Gaia DR2 1707031629355502848,9534.0,,17.61117837,56.78,17.176432,17.263918,17.061794
Gaia DR2 170848443216354688,7110.0,,13.90729308,71.90,17.711672,17.890495,17.415394
Gaia DR2 1709423887483553664,6899.0,,10.633069,94.05,18.236706,18.407307,17.893349
Gaia DR2 1709900147816830592,6503.0,,11.44598271,87.37,18.843958,19.11491,18.467505
Gaia DR2 1710781956143224832,7581.0,,10.62577145,94.11,17.890368,18.051418,17.666258
Gaia DR2 1711063469775089920,6998.0,,12.50306619,79.98,17.818525,17.989347,17.493221
Gaia DR2 171167297288172544,3905.0,,13.59936111,73.53,19.144121,19.5951,18.454803
Gaia DR2 1711750076130801536,5692.0,,11.25762628,88.83,19.238888,19.58975,18.735548
Gaia DR2 1711932285822978560,6311.0,,16.20193815,61.72,18.410263,18.661192,18.052456
Gaia DR2 1712128273771404032,5451.0,,12.92825903,77.35,18.648825,19.035389,18.122835
Gaia DR2 1712498431232254848,5846.0,,10.04178341,99.58,19.475397,19.807917,19.014585
Gaia DR2 1713118113409452544,9203.0,,16.8657224,59.29,16.106556,16.181086,15.985282
Gaia DR2 1713163292169537024,4470.0,,17.27743522,57.88,19.016935,19.64691,18.344362
Gaia DR2 1714635091562696320,9196.0,,10.44194409,95.77,17.743683,17.844334,17.644785
Gaia DR2 1714938767226518528,7163.0,,13.02490932,76.78,17.82404,18.003195,17.51599
Gaia DR2 1715011502496355840,5093.0,,10.12441995,98.77,19.773632,20.37939,19.278017
Gaia DR2 1715550748526849792,5766.0,,15.64557605,63.92,18.375114,18.742094,17.860592
Gaia DR2 1716271306599620736,15260.0,,10.37915022,96.35,16.268526,16.218681,16.392702
Gaia DR2 1716441799621652096,7592.0,,12.6398185,79.12,17.597988,17.754503,17.319214
Gaia DR2 1716803019254831616,5279.0,,12.7098014,78.68,19.027397,19.506147,18.427996
Gaia DR2 1717665659142919168,17323.0,,11.608572,86.14,15.538089,15.456463,15.713906
Gaia DR2 1717851614045315200,4934.0,,10.49487578,95.28,19.786507,20.237652,19.101385
Gaia DR2 1718367869115590528,7635.0,,10.12252657,98.79,17.974964,18.132238,17.733139
Gaia DR2 1719016198723069568,5389.0,,10.72077464,93.28,19.520567,19.998873,18.920164
Gaia DR2 1719532183209683200,7885.0,,15.34071204,65.19,17.027355,17.171017,16.795538
Gaia DR2 1720314859394354944,5025.0,,17.55118966,56.98,18.549751,19.029572,17.91228
Gaia DR2 1720722404545914112,4348.0,,10.953925,91.29,19.235739,19.868792,18.496134
Gaia DR2 1721703954897205504,5328.0,,14.5604626,68.68,18.779696,19.18685,18.234821
Gaia DR2 1723009728034516608,6536.0,,10.06353925,99.37,19.063568,19.290665,18.665932
Gaia DR2 1723508871953315200,5742.0,,18.57884458,53.82,17.780993,18.10511,17.296675
Gaia DR2 1724344539445180672,4666.0,,11.19546693,89.32,19.780107,20.309,19.080624
Gaia DR2 1725431024437353216,6586.0,,12.31986306,81.17,18.160824,18.411121,17.77875
Gaia DR2 1725878976641072384,6673.0,,10.656137,93.84,18.500463,18.711779,18.107388
Gaia DR2 172616247455056384,16289.0,-2.64,10.55720768,94.72,16.0141,15.963633,16.142353
Gaia DR2 1728335491777262848,6868.0,,10.53491464,94.92,18.320812,18.51994,18.039078
Gaia DR2 1728659637252670464,4608.0,,18.77171289,53.27,18.755497,19.37952,18.02309
Gaia DR2 1728862806385820160,4550.0,,13.75755275,72.69,19.076149,19.52874,18.372808
Gaia DR2 17293531198591232,9659.0,,10.76907885,92.86,17.079023,17.14972,16.96762
Gaia DR2 1729779631580923520,6606.0,,20.66097112,48.40,17.068462,17.294847,16.699986
Gaia DR2 1730206718833295872,5028.0,,12.58766396,79.44,19.501911,20.048145,18.917696
Gaia DR2 1731520703948128384,5727.0,,11.04747735,90.52,19.006744,19.378433,18.531181
Gaia DR2 1731730057832999808,5826.0,,10.40647355,96.09,19.181633,19.550138,18.704765
Gaia DR2 1731752185504899200,5032.0,,16.91952619,59.10,18.664244,19.119307,18.042425
Gaia DR2 1732176768792860032,6791.0,,16.13520821,61.98,17.549116,17.76799,17.176418
Gaia DR2 1732988758129091200,6864.0,,21.17684741,47.22,16.811424,17.029947,16.472383
Gaia DR2 1734159875452345472,6993.0,,15.56926508,64.23,17.612986,17.80476,17.26953
Gaia DR2 1734682143474825472,4786.0,,13.33263808,75.00,20.067947,20.59393,19.336557
Gaia DR2 1735171735387308160,6461.0,,11.64551,85.87,19.251795,19.536377,18.8468
Gaia DR2 1736329589850340736,6283.0,,10.06955385,99.31,19.011162,19.319447,18.509981
Gaia DR2 1736524821883784320,5625.0,,10.47053376,95.51,19.134447,19.51897,18.625532
Gaia DR2 1736555475066523008,9178.0,,10.69568451,93.50,16.524548,16.599403,16.394487
Gaia DR2 1737895053891363200,5075.0,,13.20921995,75.70,19.244425,19.718317,18.638374
Gaia DR2 1738915641198942080,6274.0,,13.47530705,74.21,18.209013,18.453676,17.72394
Gaia DR2 1739397914486670208,6626.0,,13.18734917,75.83,18.533903,18.785582,18.19151
Gaia DR2 1741515470802472576,8921.0,,10.98342631,91.05,17.332054,17.434341,17.178564
Gaia DR2 1744001432233632256,5105.0,,13.56594746,73.71,19.151802,19.651787,18.578804
Gaia DR2 1744017272074321920,5597.0,,10.10369337,98.97,19.564297,19.965866,19.076334
Gaia DR2 1744181236744930432,6224.0,,11.98389403,83.45,18.624214,18.910053,18.200642
Gaia DR2 1746600918238948608,5019.0,,10.43428809,95.84,19.58298,20.188736,19.028143
Gaia DR2 1747132467687929600,8749.0,,12.44132148,80.38,17.060263,17.16824,16.90113
Gaia DR2 1747832062024486912,11088.0,,12.22462957,81.80,16.415436,16.443083,16.401247
Gaia DR2 1748195175739733248,5015.0,,12.63931851,79.12,19.487381,20.036167,18.84302
Gaia DR2 1748906078727268224,4836.0,,11.41643504,87.59,19.740479,20.291986,19.103245
Gaia DR2 1749670479827999104,6615.0,,12.31506853,81.20,18.643991,18.895517,18.278214
Gaia DR2 1750087538330587648,4491.0,,12.76722284,78.33,19.69752,20.304508,18.990936
Gaia DR2 1750460792464604672,7302.0,,12.14238053,82.36,18.472422,18.659178,18.179346
Gaia DR2 1750703234778677760,12656.0,,11.74120779,85.17,16.254473,16.25307,16.302795
Gaia DR2 1751255327053413760,7322.0,,12.98027632,77.04,17.62864,17.782633,17.337322
Gaia DR2 1751777801234838144,19534.0,,11.05859145,90.43,16.29048,16.211857,16.486118
Gaia DR2 1752156823511885184,10076.0,,12.68206072,78.85,17.72494,17.80261,17.64293
Gaia DR2 1752332878514388736,4647.0,,13.11254464,76.26,19.472149,20.21259,18.85074
Gaia DR2 1754029562393814400,6577.0,,19.86504939,50.34,17.538738,17.726019,17.129469
Gaia DR2 1754189163380230656,5452.0,,11.57512897,86.39,19.193367,19.65694,18.74256
Gaia DR2 1755876260892519552,10762.0,,12.5971595,79.38,16.53243,16.562798,16.494148
Gaia DR2 175817750438186240,6797.0,,10.78845748,92.69,18.342329,18.616215,18.00019
Gaia DR2 1759275710328070016,6689.0,,16.62909114,60.14,17.187141,17.3942,16.842129
Gaia DR2 1759723280279115904,5317.0,,10.0786241,99.22,19.716686,20.17119,19.18929
Gaia DR2 176047582728376576,4935.0,,12.78726663,78.20,19.423973,19.928587,18.80921
Gaia DR2 1761248960039464832,7611.0,,12.81349421,78.04,18.16324,18.337019,17.900377
Gaia DR2 1762246625107355264,5519.0,,14.03022758,71.27,18.737827,19.09749,18.112938
Gaia DR2 1763010888766991104,5761.0,,12.08468321,82.75,18.911179,19.227625,18.454723
Gaia DR2 1768730586908531712,12417.0,,10.88053302,91.91,15.9539995,15.903872,15.97267
Gaia DR2 1769541820331697792,10549.0,,12.05355975,82.96,16.331413,16.33557,16.324852
Gaia DR2 1769853321424222080,6823.0,,10.1788733,98.24,18.705177,18.982021,18.347105
Gaia DR2 17709047809907584,11351.0,,11.31099625,88.41,17.331533,17.338957,17.361256
Gaia DR2 1771018842404904832,8297.0,,15.42838153,64.82,17.001926,17.115482,16.757349
Gaia DR2 1771806225874104192,5176.0,,13.40521913,74.60,19.059923,19.455097,18.472141
Gaia DR2 177231103915588992,5750.0,,15.10373959,66.21,18.298313,18.651665,17.795914
Gaia DR2 1773233087024464768,5999.0,,14.66125419,68.21,18.234276,18.521992,17.764025
Gaia DR2 1776027972567260416,5338.0,,14.97826072,66.76,18.620853,19.083855,18.051409
Gaia DR2 1779145878305570944,9262.0,,11.60400107,86.18,18.014343,18.081766,17.879787
Gaia DR2 1779661377461146752,4310.0,,17.50197404,57.14,19.15142,19.766102,18.424301
Gaia DR2 1780017206911516928,5636.0,,11.34090173,88.18,19.09595,19.493305,18.555138
Gaia DR2 1780464093964396672,5302.0,,15.89880664,62.90,18.56067,19.023907,18.017178
Gaia DR2 1783463523029420544,6077.0,,14.78653309,67.63,18.414856,18.736166,17.981485
Gaia DR2 1783614400935169408,6084.0,,13.16017993,75.99,18.653908,19.045479,18.252802
Gaia DR2 1783722183141085312,9614.0,,20.06888543,49.83,16.442062,16.50432,16.339603
Gaia DR2 1785113030990638080,4816.0,,11.28060891,88.65,19.700895,20.240576,19.07891
Gaia DR2 1785260090670874240,5287.0,,15.71331682,63.64,19.092016,19.581593,18.553013
Gaia DR2 1785651383665895040,7587.0,,19.5820008,51.07,15.279545,15.431117,15.012964
Gaia DR2 1785659488269249408,9848.0,,12.67836026,78.87,16.834713,16.913242,16.732677
Gaia DR2 1786103278648516352,4575.0,,12.46146485,80.25,19.73837,20.40602,19.041992
Gaia DR2 1786138222502901376,6516.0,,20.72781457,48.24,17.355844,17.597826,16.944881
Gaia DR2 1787683723535019776,6723.0,,11.7965321,84.77,18.566013,18.839931,18.25006
Gaia DR2 1788479568090105728,5100.0,,14.96561635,66.82,19.24829,19.730669,18.684944
Gaia DR2 1788893259339772032,3762.0,,20.64892762,48.43,19.114729,19.838633,18.236004
Gaia DR2 1789489018549184128,5746.0,,17.75437028,56.32,18.270908,18.615568,17.779486
Gaia DR2 1790303791024282880,6856.0,,11.77795803,84.90,18.614536,18.824755,18.239578
Gaia DR2 1791579705550285184,6522.0,,22.99491996,43.49,16.87655,17.114183,16.477167
Gaia DR2 1792136646843423744,7706.0,,10.78760939,92.70,18.26792,18.349264,17.998018
