wdid,teff,logL,parallax,Dpc,G,BP,RP
Gaia DR2 4611204329256349312,4577.0,,25.5041741,39.21,18.056036,18.630348,17.33985
Gaia DR2 4612639535527020416,7759.0,,21.11806509,47.35,16.901743,17.020014,16.727901
Gaia DR2 4627825852690995456,5466.0,,15.90728099,62.86,18.014044,18.318897,17.614506
Gaia DR2 463731845197037952,8956.0,,10.9026625,91.72,17.680738,17.785551,17.52531
Gaia DR2 4637540866851336320,4724.0,,17.26148272,57.93,19.385984,20.044825,18.71257
Gaia DR2 4644259089055136128,5798.0,,11.09512443,90.13,18.691948,19.016613,18.310047
Gaia DR2 4645613408210612352,7283.0,,13.36287317,74.83,18.045782,18.19779,17.83151
Gaia DR2 4647352285850245120,6475.0,,15.40118753,64.93,17.826006,18.026602,17.551245
Gaia DR2 4650712810002383104,6720.0,,25.70064274,38.91,17.015675,17.223272,16.67209
Gaia DR2 4653542742470912768,6107.0,,13.86494642,72.12,18.173851,18.390678,17.821465
Gaia DR2 4657474870931615360,5502.0,,14.81371667,67.51,18.74455,19.171425,18.216515
Gaia DR2 4668190333296504448,10306.0,,10.0063439,99.94,17.851576,17.873947,17.788288
Gaia DR2 4670561670639983232,7047.0,,12.69997383,78.74,18.017803,18.176666,17.757107
Gaia DR2 4677461862018523776,4702.0,,39.62327766,25.24,17.032425,17.577682,16.352041
Gaia DR2 4683801096308561536,4664.0,,22.57826513,44.29,18.320484,18.916855,17.629572
Gaia DR2 4684027977956595584,4239.0,,24.41964985,40.95,18.118221,18.834963,17.3702
Gaia DR2 4687366267059828608,,,23.12238625,43.25,16.844223,17.339605,16.196507
Gaia DR2 4697193354092659840,8717.0,,13.91692624,71.85,17.277077,17.337704,17.169746
Gaia DR2 4700953271543235200,9825.0,,10.9807111,91.07,18.8384,18.86926,18.780193
Gaia DR2 4703491116182416896,5052.0,,14.96174663,66.84,18.937088,19.477213,18.291433
Gaia DR2 4704295791186380032,4500.0,,19.49982583,51.28,18.785732,19.420588,18.095856
Gaia DR2 470639806179201792,7140.0,,26.76495798,37.36,16.555222,16.713343,16.286682
Gaia DR2 4707196161126160768,5492.0,,12.72550691,78.58,18.48143,18.728619,18.0371
Gaia DR2 4710560838505901440,,,10.22434095,97.81,19.005915,19.369017,18.554255
Gaia DR2 4714003168894371456,6958.0,,15.80366079,63.28,17.729025,17.897982,17.450762
Gaia DR2 4719859820691584,5253.0,,13.37072602,74.79,18.926039,19.321701,18.397427
Gaia DR2 4731155790805760256,5103.0,,18.53412009,53.95,18.44621,18.954348,17.798447
Gaia DR2 4732283894032319232,5471.0,,23.72740825,42.15,17.323568,17.572178,16.918821
Gaia DR2 4742785222214182784,4439.0,,19.86600509,50.34,18.745066,19.370022,18.021627
Gaia DR2 4746481922041465728,6622.0,,21.6271299,46.24,17.163237,17.340841,16.880957
Gaia DR2 4751010634341773696,,,12.4501956,80.32,18.906437,19.185596,18.44189
Gaia DR2 4753383625248745216,6390.0,,16.65834515,60.03,17.784475,17.975817,17.462769
Gaia DR2 4755647382251174016,4728.0,,14.97191472,66.79,19.240877,19.788435,18.528381
Gaia DR2 4771781199267697664,6828.0,,10.53359936,94.93,18.745062,18.910133,18.43912
Gaia DR2 4771958598593101184,5617.0,,13.30692601,75.15,19.00486,19.386772,18.44865
Gaia DR2 4775087946124961024,4147.0,,10.66549577,93.76,19.25029,19.626484,18.783855
Gaia DR2 4780702052496063104,6564.0,,12.39109112,80.70,18.164162,18.360697,17.850864
Gaia DR2 4782553840532147840,4700.0,,41.9251895,23.85,17.228647,17.773468,16.546791
Gaia DR2 478735922607634560,4966.0,,20.12542883,49.69,18.461847,18.946678,17.853094
Gaia DR2 4791407967151847296,7830.0,,11.65543564,85.80,17.864113,17.983908,17.670727
Gaia DR2 479163220314358784,9990.0,-3.5,13.49612396,74.10,16.64744,16.672583,16.599665
Gaia DR2 4792339077406050688,6172.0,,12.83008819,77.94,18.205284,18.3811,17.875908
Gaia DR2 4795813572805672832,7706.0,,12.11005659,82.58,17.645506,17.773952,17.452389
Gaia DR2 4800380218257303296,7157.0,,10.34203577,96.69,18.491865,18.628279,18.222864
Gaia DR2 4801666681221830016,6073.0,,11.95327625,83.66,18.627596,18.815027,18.308765
Gaia DR2 4813280341509519360,5929.0,,24.45490446,40.89,16.904922,17.112686,16.536648
Gaia DR2 481522428669968256,6603.0,,10.70349589,93.43,18.947378,19.153677,18.585081
Gaia DR2 481814138550499456,4756.0,,19.06117176,52.46,18.426434,18.977276,17.784372
Gaia DR2 4823629322907825920,6518.0,,10.10485264,98.96,19.011597,19.253153,18.674234
Gaia DR2 4823980204555432704,5839.0,,11.21740202,89.15,18.599924,18.877607,18.230116
Gaia DR2 4824477737863466112,5069.0,,17.98906743,55.59,18.707613,19.199728,18.088923
Gaia DR2 4825557870598577792,4899.0,,18.20278479,54.94,18.622772,19.152039,17.969881
Gaia DR2 4826333610410599296,4934.0,,18.52163418,53.99,18.5091,18.980291,17.85403
Gaia DR2 4826777190337759232,5309.0,,12.53739824,79.76,19.102571,19.572382,18.499008
Gaia DR2 4831461968865502464,5139.0,,12.35658487,80.93,18.987957,19.510014,18.397488
Gaia DR2 4831905935341104896,5191.0,,19.47496107,51.35,17.722685,17.986988,17.310825
Gaia DR2 4832013614464913664,5086.0,,17.80793664,56.15,18.425016,18.908041,17.795092
Gaia DR2 4835743299641276544,7109.0,,10.64904954,93.91,18.367167,18.535862,18.094244
Gaia DR2 483864521578673024,5078.0,,19.02824943,52.55,18.443342,18.911777,17.829174
Gaia DR2 484231556602236288,5245.0,,19.11197407,52.32,18.568016,19.062151,18.047745
Gaia DR2 4842515462338645760,7174.0,,11.05839853,90.43,18.361103,18.507225,18.101433
Gaia DR2 4842895932017585664,5218.0,,12.75329931,78.41,18.595291,18.936125,18.164698
Gaia DR2 4844687036459504768,7214.0,,13.66567107,73.18,17.477486,17.636908,17.22998
Gaia DR2 4850844228558819584,4993.0,,25.73196363,38.86,17.763653,18.230963,17.129456
Gaia DR2 4859888158373973632,4872.0,,12.51496847,79.90,19.371653,19.89086,18.690397
Gaia DR2 4867047628338450560,5031.0,,13.12668033,76.18,19.214964,19.928333,18.74227
Gaia DR2 487026235983960576,4889.0,,19.60118855,51.02,18.358446,18.851862,17.719257
Gaia DR2 4876066406825047296,4873.0,,20.00212939,49.99,18.365784,18.86965,17.70086
Gaia DR2 4877613797642237696,7696.0,,10.04053195,99.60,18.753506,18.869034,18.560081
Gaia DR2 4882607160980962176,4958.0,,17.16585317,58.26,18.68169,19.182693,18.043999
Gaia DR2 4882949246535608064,4863.0,,20.89037354,47.87,18.35514,18.883305,17.669842
Gaia DR2 4884241035259350912,6603.0,,12.71751327,78.63,18.340408,18.541056,18.061949
Gaia DR2 4884863328777354752,,,11.75557926,85.07,19.588446,20.196667,18.937037
Gaia DR2 4888554419375407232,5146.0,,15.21644334,65.72,18.717155,19.191282,18.115519
Gaia DR2 4891261146421822464,7202.0,,15.41078576,64.89,17.660475,17.858747,17.34174
Gaia DR2 4894354618089820416,4948.0,,15.34434739,65.17,19.126291,19.649391,18.503933
Gaia DR2 4898174321484180224,9178.0,,10.35203399,96.60,18.320847,18.404448,18.181652
Gaia DR2 4905586644763227776,9115.0,,17.30579269,57.78,16.590214,16.641376,16.497536
Gaia DR2 4909119551717563520,8061.0,,21.98936374,45.48,16.365023,16.449389,16.204271
Gaia DR2 4912230203256418048,,,10.93009825,91.49,19.263235,19.619694,18.82918
Gaia DR2 492177379239202304,5710.0,,10.87147655,91.98,19.223183,19.69603,18.760073
Gaia DR2 4922724354548990848,7434.0,,10.09943697,99.02,18.449244,18.601046,18.235167
Gaia DR2 4924036587316807168,6641.0,,11.16090823,89.60,18.271843,18.462013,17.981707
Gaia DR2 4925740628477887232,5573.0,,28.72200219,34.82,17.175905,17.507463,16.662483
Gaia DR2 4926464691244602752,4177.0,,31.8382484,31.41,17.775093,18.46966,17.000713
Gaia DR2 4927880583046712192,8259.0,,10.77294566,92.83,17.744974,17.843578,17.604692
Gaia DR2 4928661373741088768,6668.0,,10.34905928,96.63,18.66356,18.82302,18.404099
Gaia DR2 4929054895824207488,5042.0,,12.01275093,83.24,19.158384,19.635674,18.529642
Gaia DR2 4932064160367400064,7305.0,,10.25106936,97.55,18.337528,18.483614,18.108648
Gaia DR2 493391411875727616,10069.0,,10.95154825,91.31,17.355062,17.403322,17.2827
Gaia DR2 493896500028937728,5219.0,,16.28575897,61.40,18.416058,18.83147,17.861618
Gaia DR2 4939273829908679808,5998.0,,14.14746283,70.68,18.204409,18.435635,17.842535
Gaia DR2 4941246727430176384,4969.0,,17.62149772,56.75,18.659758,19.145813,18.00478
Gaia DR2 4943347756711486336,5027.0,,20.00783345,49.98,18.374292,18.892227,17.777664
Gaia DR2 4952856371924511360,7085.0,,18.75791149,53.31,17.154312,17.299429,16.889692
Gaia DR2 4957237680946596608,4844.0,,11.85237896,84.37,19.487131,20.05363,18.810484
Gaia DR2 4960541958202907904,10622.0,,10.53705818,94.90,17.153154,17.17323,17.126526
Gaia DR2 4964236282912470400,8171.0,,18.44847855,54.21,16.53218,16.605753,16.366467
Gaia DR2 4970077885112158848,5056.0,,11.28695065,88.60,19.502762,19.941792,18.868284
Gaia DR2 4979847900622109568,5695.0,,13.0657305,76.54,18.526678,18.77368,18.1418
Gaia DR2 4982533462067025024,4751.0,,19.67247049,50.83,18.543236,19.104187,17.863756
Gaia DR2 4984162732142514432,6938.0,,22.34163393,44.76,16.704208,16.86236,16.42777
Gaia DR2 4986897556862171392,6291.0,,11.08231243,90.23,19.031975,19.252415,18.717005
Gaia DR2 498732396983384320,4790.0,,16.12858549,62.00,18.840399,19.393642,18.18078
Gaia DR2 4991430435282528768,9612.0,,10.99256878,90.97,17.144432,17.18768,17.091192
Gaia DR2 4994315412058791680,6550.0,,14.12313139,70.81,18.215921,18.401684,17.925907
Gaia DR2 4998532215245335552,6986.0,,22.83484706,43.79,16.648579,16.795929,16.382826
Gaia DR2 4998957137834032768,6970.0,,11.66984651,85.69,18.2317,18.393326,17.961424
Gaia DR2 5003923460058007680,5231.0,,15.1593288,65.97,19.143044,19.61038,18.507835
Gaia DR2 5004633336548329728,10208.0,,11.64687242,85.86,16.798464,16.832123,16.755241
Gaia DR2 5006862630732813568,4376.0,,11.54399324,86.63,19.496445,20.092768,18.866264
Gaia DR2 5008525053659451392,5064.0,,11.14232525,89.75,19.62076,20.139029,19.007605
Gaia DR2 5009264818827067520,5003.0,,12.70528593,78.71,19.09142,19.593546,18.501259
Gaia DR2 5011392309403002496,5386.0,,20.85674902,47.95,17.977266,18.380272,17.399794
Gaia DR2 5012392212149572224,7067.0,,13.6352108,73.34,18.163929,18.332083,17.90562
Gaia DR2 5013488425240882048,5533.0,,15.07738109,66.32,18.2152,18.466705,17.794922
Gaia DR2 5013842910367019008,7252.0,,10.58174127,94.50,18.614223,18.772755,18.353054
Gaia DR2 5016512563255449600,6271.0,,16.02721781,62.39,17.914461,18.111774,17.597485
Gaia DR2 5017427112115314944,4591.0,,13.98303357,71.52,19.470577,20.049307,18.737785
Gaia DR2 5020128543464883840,6991.0,,12.93369206,77.32,17.91563,18.061253,17.618685
Gaia DR2 5020665654895464064,9863.0,,14.76272057,67.74,17.22872,17.29115,17.133385
Gaia DR2 5021653531733311104,4813.0,,14.88005674,67.20,19.106834,19.67188,18.445473
Gaia DR2 5022760843021082752,4946.0,,19.27917667,51.87,18.320625,18.82364,17.693478
Gaia DR2 502609064526679552,4938.0,,16.86577842,59.29,18.681156,19.130764,18.04507
Gaia DR2 503414937830647552,7297.0,,21.56503425,46.37,16.94631,17.118237,16.65722
Gaia DR2 5035875031739240832,10527.0,,14.91241485,67.06,16.365822,16.395716,16.32498
Gaia DR2 503902850412105984,4646.0,,17.88995189,55.90,18.726082,19.334206,18.048021
Gaia DR2 504240778439455872,10152.0,,16.47304526,60.71,16.512688,16.556293,16.446663
Gaia DR2 5043223750846745984,5201.0,,12.89937281,77.52,19.803894,20.182642,19.169712
Gaia DR2 5044801103356101760,4953.0,,13.01105929,76.86,18.627428,19.110674,17.959965
Gaia DR2 5045655634345620224,9348.0,,11.50011366,86.96,17.310469,17.362091,17.210583
Gaia DR2 5048398293084857984,6425.0,,12.02750555,83.14,18.508205,18.740057,18.189213
Gaia DR2 5048487628404839168,,,10.13974202,98.62,19.499998,19.744043,19.062479
Gaia DR2 5049733585532327936,6644.0,,11.36906575,87.96,18.615755,18.787516,18.28448
Gaia DR2 5053417666744937344,5218.0,,12.54955985,79.68,19.148798,19.616858,18.560522
Gaia DR2 5053839127592396032,4646.0,,32.48234238,30.79,17.334087,17.88778,16.637194
Gaia DR2 5054561090118179200,4678.0,,11.80885201,84.68,18.96425,19.497713,18.263552
Gaia DR2 5056515059719683072,4733.0,,15.49197523,64.55,19.063692,19.63503,18.386606
Gaia DR2 5058944087064090112,6832.0,,10.82160544,92.41,18.805832,19.021273,18.457283
Gaia DR2 5063163948266717440,5054.0,,15.72649227,63.59,18.89164,19.346174,18.286497
Gaia DR2 5064259336725948672,4749.0,,30.63819636,32.64,19.004848,19.032335,19.31484
Gaia DR2 5068692632034069760,4747.0,,12.18993906,82.03,18.808828,19.326563,18.103865
Gaia DR2 5069637804011629696,5839.0,,11.15748082,89.63,18.917562,19.285774,18.448385
Gaia DR2 5071727455925357824,7002.0,,10.98547417,91.03,18.422392,18.630844,18.055029
Gaia DR2 5073313260929967616,4983.0,,18.79101443,53.22,18.524654,18.9701,17.835474
Gaia DR2 507831027502174848,4620.0,,17.7453592,56.35,18.766512,19.304699,18.071398
Gaia DR2 5079722249785158144,7831.0,,15.45261463,64.71,17.495901,17.635092,17.244555
Gaia DR2 5082529165532368000,4138.0,,15.85670165,63.06,18.370556,18.7096,17.93488
Gaia DR2 5083448563411723648,10084.0,,22.15866326,45.13,15.712173,15.737327,15.649963
Gaia DR2 5085091229486549248,4938.0,,22.60244548,44.24,18.040323,18.586103,17.414034
Gaia DR2 5090109228757394048,4082.0,,27.86860651,35.88,17.548952,18.26906,16.743076
Gaia DR2 5093305994390659072,4508.0,,10.52298217,95.03,20.132917,20.454718,19.817625
Gaia DR2 5094367568572417152,5150.0,,22.1064183,45.24,18.594446,19.030878,18.006018
Gaia DR2 5099234178835660160,4716.0,,16.45874258,60.76,18.861477,19.430473,18.192783
Gaia DR2 5117287339424622720,4826.0,,17.14354997,58.33,19.232168,19.801363,18.556042
Gaia DR2 5117743185778994816,6259.0,,10.37824695,96.36,19.158154,19.46763,18.70464
Gaia DR2 5120952179184092416,8089.0,,12.59231996,79.41,18.118069,18.2668,17.893587
Gaia DR2 5131731039563630720,7715.0,,14.73806988,67.85,17.360485,17.467875,17.14468
Gaia DR2 5134803143771473408,9458.0,,10.41542082,96.01,17.816395,17.910433,17.686975
Gaia DR2 5137610501899218176,7935.0,,12.7651396,78.34,18.030771,18.178,17.792536
Gaia DR2 513788387664651392,9744.0,,13.00608978,76.89,16.897974,16.940247,16.827509
Gaia DR2 5141213292265583616,6965.0,,13.92037168,71.84,18.198769,18.400944,17.849327
Gaia DR2 5143835352622910720,6448.0,,11.36000079,88.03,17.8397,18.036629,17.49835
Gaia DR2 5145531864702143104,6996.0,,13.02246625,76.79,17.897747,18.007912,17.536612
Gaia DR2 5146271909042420864,10263.0,,15.44890711,64.73,16.592417,16.631323,16.499624
Gaia DR2 5146493662498666752,7866.0,,12.84075114,77.88,18.172792,18.297638,17.910591
Gaia DR2 5149431866805198848,4900.0,,21.64620556,46.20,18.229664,18.754093,17.596672
Gaia DR2 5153709658527537408,9502.0,,11.70277545,85.45,17.358368,17.424873,17.251143
Gaia DR2 5161898683692967680,10569.0,,13.08432382,76.43,16.880596,16.905588,16.847183
Gaia DR2 5162525607183296768,7503.0,,12.49864197,80.01,18.145432,18.328053,17.89547
Gaia DR2 5163672333387464704,6579.0,,10.28232064,97.25,18.8171,19.032408,18.587355
Gaia DR2 5167411493260087040,5151.0,,16.37383664,61.07,18.57078,18.972548,17.962805
Gaia DR2 516935018143037440,7604.0,,12.49235567,80.05,17.963287,18.120516,17.711002
Gaia DR2 5172481203936294784,10093.0,,10.65448625,93.86,17.36005,17.419313,17.280226
Gaia DR2 5179219492227904640,10768.0,,10.26558424,97.41,17.152521,17.179783,17.118837
Gaia DR2 5181816233750415488,3937.0,,31.61233941,31.63,18.086592,18.809654,17.276896
Gaia DR2 5186544266893083776,7717.0,,12.35598728,80.93,18.216347,18.38566,17.978697
Gaia DR2 5190144205401742336,6864.0,,17.84569133,56.04,17.50685,17.684671,17.231304
Gaia DR2 5190982548658462720,5002.0,,16.78951234,59.56,18.806736,19.290874,18.142757
Gaia DR2 5197014817343230720,8715.0,,10.9434797,91.38,17.47709,17.552164,17.358686
Gaia DR2 5203781482482448512,7773.0,,11.24565619,88.92,18.056904,18.16947,17.843412
Gaia DR2 5204269115887501696,5235.0,,14.11243015,70.86,18.934357,19.363258,18.34806
Gaia DR2 5207270198516724352,7238.0,,10.43133843,95.86,18.575949,18.719381,18.343666
Gaia DR2 5210273342729253632,6081.0,,14.0897411,70.97,18.221708,18.429094,17.843752
Gaia DR2 5212111215069350528,6187.0,,11.22648883,89.08,18.629189,18.870085,18.272747
Gaia DR2 5218534111028121984,5079.0,,18.26725042,54.74,18.50797,19.00905,17.902988
Gaia DR2 5220421873711558144,5632.0,,11.20359661,89.26,18.670584,18.938847,18.26676
Gaia DR2 5220766085272817920,6603.0,,16.2437477,61.56,17.471828,17.65824,17.228487
Gaia DR2 5224999346778496128,3821.0,,50.08174549,19.97,17.154837,17.908756,16.337513
Gaia DR2 5231644382734324352,4391.0,,23.24796911,43.01,18.491714,19.187174,17.753473
Gaia DR2 5232629510805109120,10283.0,,12.19133012,82.03,16.923866,16.936357,16.820353
Gaia DR2 5233337424482573312,,,12.53368599,79.78,18.780643,19.076635,18.36413
Gaia DR2 5236687670794903552,5253.0,,11.88326672,84.15,19.093111,19.577484,18.537868
Gaia DR2 5237274221574103040,6576.0,,16.43392901,60.85,17.668722,17.86183,17.393576
Gaia DR2 5250579141201351808,6591.0,,17.66439238,56.61,17.662132,17.84559,17.367926
Gaia DR2 5252935703887609856,9082.0,,12.83122518,77.93,16.937246,16.981165,16.86204
Gaia DR2 5255811339103289344,8136.0,,14.537699,68.79,17.118326,17.208712,16.976019
Gaia DR2 5257952290082752128,6767.0,,10.035559,99.65,18.611185,18.796179,18.349455
Gaia DR2 5263434768588103424,7050.0,,12.06339238,82.90,18.056746,18.222227,17.794374
Gaia DR2 5270880863196221568,10074.0,,10.15122672,98.51,17.386112,17.431438,17.356691
Gaia DR2 5275092787299822080,9805.0,,15.39277497,64.97,16.325514,16.360598,16.257616
Gaia DR2 5284437880222672512,5248.0,,10.75736884,92.96,19.334524,19.822544,18.792437
Gaia DR2 5285514126008180352,7389.0,,10.99988816,90.91,18.38891,18.519415,18.158726
Gaia DR2 5285798968240176896,6508.0,,13.59259374,73.57,18.084602,18.3042,17.799147
Gaia DR2 5287778196543115776,5704.0,,19.37256891,51.62,17.676989,17.940449,17.30786
Gaia DR2 5292685793681027968,9040.0,,18.24615422,54.81,16.371157,16.431997,16.274197
Gaia DR2 529594417061837824,5644.0,,27.75753414,36.03,17.467155,17.766714,16.905201
Gaia DR2 53022195903806976,4184.0,,19.53718395,51.18,18.6081,18.9344,18.168648
Gaia DR2 5302867344367228928,6307.0,,16.09531932,62.13,17.97946,18.19268,17.658419
Gaia DR2 5314177402013456256,5550.0,,44.3077164,22.57,16.358255,16.721212,15.826742
Gaia DR2 5318074651036944768,6548.0,,11.4930883,87.01,18.507,18.684372,18.228329
Gaia DR2 531814979580153088,9852.0,,10.96354367,91.21,17.773516,17.839119,17.705967
Gaia DR2 5319414238457357440,6834.0,,14.28058824,70.03,17.012527,17.189978,16.715807
Gaia DR2 5322552760038496512,4953.0,,37.42486806,26.72,16.959555,17.425596,16.332773
Gaia DR2 5325480553346799488,10275.0,,11.68745477,85.56,17.038279,17.065945,16.969477
Gaia DR2 5333397208858558464,4781.0,,15.90858996,62.86,18.95859,19.559486,18.282074
Gaia DR2 5339172806048647552,9177.0,,10.72421057,93.25,17.46032,17.514917,17.367792
Gaia DR2 5340127731869537152,6930.0,,12.33715962,81.06,18.227152,18.395313,17.940685
Gaia DR2 5345083677432047616,5191.0,,18.32512475,54.57,18.475088,18.93652,17.877733
Gaia DR2 535556862462364416,6965.0,,14.76299974,67.74,17.911942,18.053146,17.528133
Gaia DR2 5356140778705100672,6370.0,,12.36400976,80.88,18.38445,18.611744,18.085379
Gaia DR2 5361691212158598656,4977.0,,24.40825664,40.97,18.015352,18.510647,17.365345
Gaia DR2 5362440838570891648,6534.0,,10.93870798,91.42,18.704994,18.877151,18.40282
Gaia DR2 5365763567004487680,4954.0,,24.28232023,41.18,18.566906,19.07307,17.948019
Gaia DR2 5368597214639090432,8140.0,,10.07043812,99.30,18.046581,18.152903,17.867214
Gaia DR2 5368670125999103232,5345.0,,12.18440712,82.07,19.585604,20.095097,19.111443
Gaia DR2 5372201924846561024,5054.0,,17.38817378,57.51,17.832493,18.29766,17.200645
Gaia DR2 5376159483808420992,9790.0,,11.27519004,88.69,17.187418,17.236404,17.127243
Gaia DR2 5376644127919488896,5591.0,,37.46978335,26.69,15.751782,16.088417,15.240011
Gaia DR2 5376661135989700992,6102.0,,14.28612851,70.00,18.249638,18.467838,17.903023
Gaia DR2 5381346739148118016,4292.0,,25.65907865,38.97,18.194908,18.861599,17.447733
Gaia DR2 5384610330179661184,7874.0,,10.42676924,95.91,18.353088,18.453041,18.164433
Gaia DR2 5386010450860040320,5093.0,,14.39641232,69.46,18.981688,19.456556,18.392345
Gaia DR2 5389866163260331136,5016.0,,14.97604967,66.77,18.94423,19.447582,18.313084
Gaia DR2 5391506909489635072,6114.0,,10.0131045,99.87,18.88865,19.166096,18.570309
Gaia DR2 5392351235636913408,4824.0,,14.0354932,71.25,19.475576,20.079475,18.825773
Gaia DR2 5398363193414388480,5039.0,,17.21684389,58.08,18.602201,19.091526,17.977661
Gaia DR2 5410832475616854528,6865.0,,12.53209928,79.80,17.906706,18.065203,17.648243
Gaia DR2 5411385839198988416,5654.0,,13.85522525,72.17,18.869394,19.228455,18.298306
Gaia DR2 5412681239992042240,5635.0,,12.13105512,82.43,18.776575,19.025852,18.377268
Gaia DR2 5416105973898136832,7409.0,,13.10111586,76.33,17.877964,18.022224,17.689243
Gaia DR2 5416271553476941056,,,10.52109188,95.05,19.346367,19.730219,18.829676
Gaia DR2 5425166675565529856,5994.0,,22.22309523,45.00,17.312138,17.529743,16.962587
Gaia DR2 5425208663166556288,5857.0,,26.71251588,37.44,17.203989,17.50819,16.746445
Gaia DR2 542865797290276352,9402.0,,12.89981728,77.52,16.667988,16.686956,16.55683
Gaia DR2 5436237516408597888,5161.0,,12.4855491,80.09,19.079903,19.572355,18.492577
Gaia DR2 5439706441233034752,9219.0,,11.6421933,85.89,17.340876,17.394875,17.249086
Gaia DR2 5445088761106025600,7463.0,,10.59485202,94.39,18.112144,18.24066,17.892834
Gaia DR2 5445367109347137536,5125.0,,22.48336479,44.48,17.983532,18.44246,17.362617
Gaia DR2 545633955251654016,8716.0,,11.33938042,88.19,17.85146,17.909004,17.622852
Gaia DR2 5460790955382874112,4819.0,,16.82746319,59.43,18.879885,19.398935,18.215422
Gaia DR2 5460911351906171520,8088.0,,14.44564887,69.22,17.180307,17.274313,17.031504
Gaia DR2 5462605321365453312,7678.0,,12.48603226,80.09,17.895771,18.041239,17.6428
Gaia DR2 5464781765977022592,7481.0,,11.17865689,89.46,18.3402,18.552345,18.076761
Gaia DR2 5467853904543700736,7221.0,,14.19751551,70.43,18.111002,18.302696,17.856403
Gaia DR2 5469352538891664512,7394.0,,17.00040644,58.82,17.70258,17.894587,17.417778
Gaia DR2 5473389537569200896,21788.0,,25.1861062,39.70,15.198068,15.091299,15.380816
Gaia DR2 5478389704134936832,6420.0,,12.99209382,76.97,18.539087,18.72072,18.253532
Gaia DR2 5479065525829354240,9187.0,,14.96432696,66.83,17.01626,17.058035,16.959635
Gaia DR2 5491268966729617536,6496.0,,11.0250665,90.70,18.540348,18.749496,18.194597
Gaia DR2 5492318313138977792,4740.0,,16.70623999,59.86,18.948765,19.509684,18.275217
Gaia DR2 5496405335298768256,6542.0,,10.88198192,91.90,18.412312,18.620972,18.07498
Gaia DR2 5498397581649108608,6540.0,,15.81358897,63.24,17.62268,17.814182,17.309843
Gaia DR2 54993654611672704,7139.0,,10.47334127,95.48,18.263487,18.393644,18.10327
Gaia DR2 5507742605850894208,7177.0,,15.03703965,66.50,18.15532,18.32083,17.93144
Gaia DR2 5511189476020897024,4972.0,,13.67071747,73.15,19.035196,19.538431,18.415379
Gaia DR2 5516345223493485952,4236.0,,43.4806631,23.00,17.138054,17.793264,16.376411
Gaia DR2 5519459070481334656,7333.0,,13.97307351,71.57,17.747242,17.88738,17.519161
Gaia DR2 5520964890317724800,10362.0,,11.51156064,86.87,16.960157,16.98452,16.925884
Gaia DR2 5524320187481293056,5760.0,,22.05188993,45.35,17.758406,18.12405,17.245806
Gaia DR2 5524430477942444160,8302.0,,10.14125195,98.61,18.00274,18.086662,17.858244
Gaia DR2 5535406833805032064,6932.0,,13.44766656,74.36,18.254803,18.443314,17.999134
Gaia DR2 5535770772154926208,7464.0,,14.26231637,70.11,17.57677,17.72469,17.355272
Gaia DR2 5543904684295114112,5856.0,,14.26337006,70.11,18.30206,18.556643,17.952578
Gaia DR2 5544827964828399232,8767.0,,11.33040163,88.26,17.458292,17.53641,17.355825
Gaia DR2 5547647185666286720,10002.0,,10.98488951,91.03,17.135996,17.173538,17.08694
Gaia DR2 5549128949371318272,9895.0,,11.86812137,84.26,16.911222,16.94279,16.850048
Gaia DR2 5549962374889484800,,,10.8178462,92.44,18.531656,18.95,18.050718
Gaia DR2 5552611716876849408,6705.0,,11.32322847,88.31,18.613787,18.77098,18.357721
Gaia DR2 5556356035003846400,6769.0,,12.04335869,83.03,18.138132,18.31889,17.863152
Gaia DR2 5556854182491421568,5795.0,,17.08815352,58.52,17.969755,18.221087,17.577305
Gaia DR2 5557784197529845504,7272.0,,11.51151421,86.87,18.876625,19.022245,18.682604
Gaia DR2 5560637430205458304,9753.0,,10.23045808,97.75,18.32474,18.359446,18.232126
Gaia DR2 5562291404929101312,8054.0,,11.20877449,89.22,17.989323,18.092758,17.82865
Gaia DR2 5563254680194601984,4125.0,,13.98782863,71.49,18.722492,19.059046,18.249239
Gaia DR2 556746302659364608,6331.0,,16.04173646,62.34,17.931108,18.204844,17.533754
Gaia DR2 5567732956694899712,19580.0,,11.62348312,86.03,17.961954,17.878656,18.182133
Gaia DR2 5571959311890036992,6158.0,,24.52808331,40.77,17.019352,17.205006,16.675884
Gaia DR2 5572306856347071744,,,12.08537967,82.74,19.07842,19.45966,18.620049
Gaia DR2 5575953352302276608,4563.0,,18.31355465,54.60,18.733639,19.401302,18.05312
Gaia DR2 5577528230909802880,8301.0,,10.33877929,96.72,18.269115,18.369648,18.114971
Gaia DR2 55783726731081984,11532.0,,12.16132458,82.23,16.67687,16.6604,16.684015
Gaia DR2 558153333945938560,5052.0,,19.57438226,51.09,18.314001,18.784943,17.724222
Gaia DR2 5583641176258773376,6889.0,,10.29221519,97.16,18.42876,18.574823,18.106186
Gaia DR2 5586754782733383552,4359.0,,12.87677794,77.66,19.007978,19.69386,18.283657
Gaia DR2 5591098923113178240,5405.0,,21.3597504,46.82,18.250313,18.666887,17.688223
Gaia DR2 5593517706958704384,4906.0,,21.79052698,45.89,18.162155,18.67361,17.512096
Gaia DR2 5594091725053669760,10136.0,,10.95343518,91.30,17.314499,17.342432,17.272953
