wdid,teff,logL,parallax,Dpc,G,BP,RP
Gaia DR2 2645940445519385728,7315.0,,15.85937132,63.05,17.01749,17.144758,16.687464
Gaia DR2 2650863985573885568,4900.0,,12.90930962,77.46,19.141788,19.588118,18.53852
Gaia DR2 2652547440955473024,10651.0,,11.83879381,84.47,16.866411,16.8865,16.81707
Gaia DR2 2652566063933448320,7894.0,,12.87089972,77.69,17.666649,17.779604,17.496798
Gaia DR2 2668196480715605632,5561.0,,13.49426313,74.11,18.510565,18.854029,18.0171
Gaia DR2 2669936427801840256,5304.0,,28.17097884,35.50,17.774635,18.186512,17.245846
Gaia DR2 2670773907771422720,8656.0,,11.32340852,88.31,17.495972,17.579323,17.385818
Gaia DR2 2671209215590782208,10695.0,,10.18506013,98.18,17.025055,17.037794,16.99752
Gaia DR2 2676566272464334720,4769.0,,35.7398567,27.98,17.149921,17.690258,16.473404
Gaia DR2 2676567307551465088,4871.0,,35.67030213,28.03,17.094173,17.59277,16.43686
Gaia DR2 2682094616928734976,5215.0,,10.52001082,95.06,19.537565,19.93812,19.028646
Gaia DR2 2701648056840319104,4833.0,,11.13307787,89.82,19.73292,20.25662,19.03272
Gaia DR2 2702527013306504064,6885.0,,15.42765895,64.82,17.924557,18.110224,17.667852
Gaia DR2 2718818202217242240,5687.0,,13.13038054,76.16,18.92396,19.265245,18.460793
Gaia DR2 2719202554545815808,9463.0,,10.09374345,99.07,17.399084,17.439342,17.329323
Gaia DR2 2724895585236306560,5603.0,,11.48176282,87.09,18.967596,19.341398,18.384434
Gaia DR2 2729503359295054336,5902.0,,16.39654212,60.99,18.030571,18.276968,17.687304
Gaia DR2 2747384888699406080,4575.0,,27.05671447,36.96,18.015127,18.508804,17.428293
Gaia DR2 2749042299395966976,4849.0,,14.96942131,66.80,19.130499,19.518007,18.629251
Gaia DR2 2751245651978394240,10475.0,,12.50201277,79.99,16.568922,16.59111,16.535135
Gaia DR2 2753010024543499136,9909.0,,11.56918524,86.44,17.284897,17.342945,17.178278
Gaia DR2 2755569515814791808,5207.0,,13.71451623,72.92,19.321127,19.69103,18.76288
Gaia DR2 2756685760634707584,6269.0,,11.24144092,88.96,18.602205,18.796122,18.226892
Gaia DR2 2759340943776878720,5036.0,,12.32726282,81.12,18.459192,18.906494,17.913683
Gaia DR2 276160830856800000,4974.0,,12.05928309,82.92,19.484657,19.984632,18.86983
Gaia DR2 2761731595589115520,4741.0,,13.39833559,74.64,19.31811,19.723677,18.786388
Gaia DR2 2762356594934263552,7998.0,,16.83558066,59.40,16.996208,17.11016,16.80437
Gaia DR2 276438530560644864,7566.0,,13.72639461,72.85,17.57486,17.70196,17.366632
Gaia DR2 276576484910598912,7072.0,,16.90215737,59.16,17.623888,17.797401,17.34795
Gaia DR2 2767419850275077504,4890.0,,11.68906056,85.55,19.794352,20.263054,19.109987
Gaia DR2 2767667274751730048,7908.0,,16.34745115,61.17,16.96071,17.063173,16.789148
Gaia DR2 2770647462363429376,5423.0,,14.89524682,67.14,18.48072,18.809753,18.002972
Gaia DR2 2777751372630874112,6176.0,,10.03857241,99.62,19.15922,19.443176,18.818857
Gaia DR2 2780050795041827968,6270.0,,10.44087166,95.78,18.935335,19.204306,18.592823
Gaia DR2 2782037303315690752,5789.0,,10.55199376,94.77,19.13908,19.4692,18.737373
Gaia DR2 2787162401891160832,7643.0,,12.64150991,79.10,18.262295,18.409096,17.977566
Gaia DR2 2795833567198957568,4960.0,,11.002874,90.89,19.51935,19.872719,19.059996
Gaia DR2 2796074252871563776,7541.0,,12.19007565,82.03,18.226353,18.404211,17.939571
Gaia DR2 2796224099985984768,4695.0,,21.92301088,45.61,18.127354,18.529352,17.597569
Gaia DR2 2797216031272977280,10158.0,,12.92432936,77.37,16.639591,16.65927,16.602419
Gaia DR2 2799839702239434240,5537.0,,13.62870316,73.37,18.699194,19.006403,18.23791
Gaia DR2 2800103825548199168,7480.0,,11.90067145,84.03,18.064365,18.203846,17.836048
Gaia DR2 2801525356645366016,5025.0,,13.78806708,72.53,18.883402,19.399466,18.23376
Gaia DR2 2809521108280956800,4905.0,,12.18510614,82.07,19.834911,20.30854,19.297329
Gaia DR2 2818683750991979136,5057.0,,11.44199058,87.40,19.600662,20.10234,19.030235
Gaia DR2 2820929640930943488,4899.0,,18.44776319,54.21,18.564022,19.045732,17.926937
Gaia DR2 2821159713738542848,5636.0,,12.19125641,82.03,19.202066,19.50578,18.748789
Gaia DR2 282639432539759872,4699.0,,17.54258532,57.00,18.714745,19.259972,18.074762
Gaia DR2 2828248471361734528,5132.0,,12.549409,79.69,19.17621,19.59131,18.686674
Gaia DR2 2830734604590471424,6399.0,,20.03147679,49.92,17.61681,17.833233,17.28388
Gaia DR2 2835088155240692096,5133.0,,14.87051783,67.25,18.792492,19.268099,18.1715
Gaia DR2 2835299914307635328,5383.0,,15.97161248,62.61,18.533928,18.966593,17.995272
Gaia DR2 2837909055400871424,5798.0,,12.59357594,79.41,18.74891,19.020575,18.346785
Gaia DR2 283881120469767936,5987.0,,10.4364303,95.82,18.834263,19.067596,18.479187
Gaia DR2 2841679456867414400,8630.0,,10.31181694,96.98,18.255507,18.373335,18.107155
Gaia DR2 2842710382160936576,8151.0,,12.09551823,82.68,17.657103,17.752687,17.47541
Gaia DR2 2845447204042284032,7484.0,,11.74872428,85.12,18.201988,18.406496,17.907299
Gaia DR2 2848334010475644288,9664.0,,14.73065326,67.89,16.66275,16.701614,16.593613
Gaia DR2 2853763295814123264,4698.0,,17.62046208,56.75,18.762733,19.34972,18.105175
Gaia DR2 2854727528856212992,4835.0,,12.82691701,77.96,19.400267,19.881756,18.735294
Gaia DR2 2858325611939289472,6973.0,,11.78957998,84.82,18.633282,18.84811,18.30098
Gaia DR2 2858553485723741312,4605.0,,16.35699735,61.14,20.452103,20.478413,20.355534
Gaia DR2 2859908324567852416,8243.0,,11.04201244,90.56,17.563356,17.635439,17.438974
Gaia DR2 2860951829821782016,9595.0,,13.87499066,72.07,16.860403,16.908665,16.765541
Gaia DR2 2861039996910810880,10144.0,,11.0529015,90.47,17.237877,17.280539,17.195042
Gaia DR2 286315576653291904,4958.0,,11.58201424,86.34,18.652481,19.133629,18.01856
Gaia DR2 2864048501242349952,5005.0,,15.73203772,63.56,18.732487,19.204079,18.121588
Gaia DR2 2874216647336589568,5707.0,,10.31948145,96.90,19.17949,19.542973,18.746784
Gaia DR2 2876705018245556480,10137.0,,11.1531572,89.66,17.030926,17.074585,16.98561
Gaia DR2 2881215970856879616,12225.0,,12.73574888,78.52,16.25263,16.22992,16.283798
Gaia DR2 2883000375150308352,9942.0,,15.52933489,64.39,16.388016,16.425037,16.33458
Gaia DR2 2883562328670880640,9941.0,,13.50198423,74.06,17.102146,17.142887,17.035612
Gaia DR2 2884307209142115712,7466.0,,10.67604417,93.67,18.528313,18.678009,18.321293
Gaia DR2 2885703558846874624,6942.0,,19.09422767,52.37,17.266516,17.425013,16.99183
Gaia DR2 2885867209984601216,4695.0,,16.1240799,62.02,19.076435,19.637777,18.366438
Gaia DR2 2887796406213599616,6425.0,,11.22343234,89.10,18.491385,18.720755,18.137384
Gaia DR2 2888013529696186240,4737.0,,18.19012848,54.97,18.762636,19.33444,18.07899
Gaia DR2 2892085227412864768,5806.0,,10.61432997,94.21,18.826157,18.967829,18.438452
Gaia DR2 2895187220296743808,9341.0,,11.03434301,90.63,18.165016,18.249573,18.04478
Gaia DR2 2898655286128869120,4635.0,,16.6529938,60.05,18.930449,19.523245,18.25251
Gaia DR2 289974716990002304,4924.0,,13.72474869,72.86,18.922604,19.36332,18.287981
Gaia DR2 2903941639253177344,5078.0,,23.82777444,41.97,17.174477,17.627956,16.548449
Gaia DR2 2904966895188855424,7252.0,,11.0137674,90.80,18.095865,18.246367,17.853447
Gaia DR2 2905793109457864960,6540.0,,10.45278673,95.67,18.885147,19.20032,18.517488
Gaia DR2 2909407925732708736,5114.0,,22.18519572,45.08,18.037462,18.54202,17.436865
Gaia DR2 2910863064947630848,4476.0,,10.59773866,94.36,20.317081,20.414234,19.992329
Gaia DR2 2912243944178174720,4511.0,,13.06130059,76.56,18.67867,19.313679,17.977226
Gaia DR2 2914000658819492864,4752.0,,25.27644976,39.56,17.184982,17.708284,16.509434
Gaia DR2 2925551818747071488,4376.0,,31.25585513,31.99,17.72551,18.331194,16.97163
Gaia DR2 2926484273328474624,7551.0,,13.52815873,73.92,17.747221,17.911425,17.484472
Gaia DR2 293467178236290432,5283.0,,11.09330432,90.14,19.099367,19.54931,18.851637
Gaia DR2 2934832487157907200,4949.0,,15.62784222,63.99,18.758446,19.194893,18.148314
Gaia DR2 293746905161696640,8530.0,,18.16898557,55.04,16.934334,17.03422,16.752102
Gaia DR2 2940953056074094080,5107.0,,19.57966851,51.07,18.208746,18.650574,17.59534
Gaia DR2 2941278099195909504,9709.0,,10.88343905,91.88,17.496426,17.575037,17.380491
Gaia DR2 2941594822966508288,4794.0,,22.80656125,43.85,18.333275,18.860981,17.667603
Gaia DR2 2945908451899344640,7919.0,,15.56763383,64.24,17.689959,17.872242,17.444815
Gaia DR2 2952470401716879872,8192.0,,10.36180102,96.51,18.327621,18.468452,18.077341
Gaia DR2 2952520330714204160,7865.0,,10.98407255,91.04,18.184723,18.307957,17.934895
Gaia DR2 2957830112880528640,6877.0,,12.80349228,78.10,18.19638,18.403948,17.856337
Gaia DR2 2958694294660221440,10371.0,,14.28701376,69.99,16.37836,16.400024,16.343327
Gaia DR2 2958841899798770176,4470.0,,23.72212386,42.15,18.40881,18.991959,17.68593
Gaia DR2 2961053640454737664,9691.0,,11.1303445,89.84,17.870914,17.928726,17.756706
Gaia DR2 2962456960890266752,6809.0,,20.73439029,48.23,17.165745,17.313007,16.863014
Gaia DR2 2967199704297025664,8763.0,,32.7884435,30.50,15.435817,15.505455,15.296402
Gaia DR2 2969257401650208512,4991.0,,12.11327223,82.55,18.71591,19.179825,18.049934
Gaia DR2 2973540343036818560,7058.0,,14.21357751,70.36,18.073627,18.277786,17.770618
Gaia DR2 2975765239175480832,7171.0,,11.55364052,86.55,18.39825,18.608717,18.074347
Gaia DR2 2977377569898585344,4333.0,,19.72111672,50.71,18.38033,18.735664,17.87558
Gaia DR2 2980136313292117632,5057.0,,17.41138607,57.43,18.572884,19.027275,17.948563
Gaia DR2 2987894948374582144,7545.0,,10.23543435,97.70,18.618128,18.796425,18.364643
Gaia DR2 2987959201084634880,6256.0,,13.4791717,74.19,18.412777,18.654915,17.964718
Gaia DR2 2989837098225320576,4884.0,,14.58914277,68.54,19.172949,19.731441,18.569784
Gaia DR2 2993371066036823424,5631.0,,11.33682912,88.21,19.338848,19.71346,18.829447
Gaia DR2 299563420457225600,4873.0,,21.45043229,46.62,18.388155,18.85013,17.826067
Gaia DR2 2999215696189924096,8293.0,,13.93692168,71.75,16.487217,16.59558,16.286915
Gaia DR2 3001624103393835520,9096.0,,10.23067893,97.75,18.235989,18.317593,18.145521
Gaia DR2 3005140002278350976,7620.0,,14.65660202,68.23,17.560507,17.713055,17.271952
Gaia DR2 3014029412054717568,6558.0,,13.02326719,76.79,18.508322,18.73099,18.091618
Gaia DR2 3022379210730493952,9479.0,,15.78297672,63.36,16.84374,16.905382,16.721031
Gaia DR2 302303987548932736,4953.0,,16.66800089,60.00,18.722754,19.209223,18.104502
Gaia DR2 3025202786655465344,9468.0,,11.68487537,85.58,17.369062,17.434248,17.256262
Gaia DR2 3025478557913624832,8862.0,,15.67234644,63.81,17.256205,17.350302,17.096743
Gaia DR2 3035293417179571840,4747.0,,20.18541653,49.54,18.456924,18.997913,17.799122
Gaia DR2 3036818783407270528,4788.0,,12.54120437,79.74,18.64839,19.250198,17.997349
Gaia DR2 303859968300444416,5213.0,,11.46905528,87.19,19.28789,19.537142,18.78629
Gaia DR2 303958443311053824,6168.0,,10.98765953,91.01,18.847137,19.084105,18.501535
Gaia DR2 3040162810580901376,5504.0,,11.78959504,84.82,19.201015,19.57605,18.801481
Gaia DR2 3040894879168425088,6417.0,,12.02684816,83.15,18.74355,18.966936,18.328575
Gaia DR2 3060268411487147648,5862.0,,11.58207713,86.34,19.023323,19.289177,18.597082
Gaia DR2 3063650376111451136,9412.0,,13.97148909,71.57,16.845573,16.873411,16.751026
Gaia DR2 3063960605892490368,5727.0,,12.6824743,78.85,18.843143,19.108782,18.408571
Gaia DR2 3064151577318715904,4525.0,,22.92580672,43.62,18.439697,19.01942,17.732885
Gaia DR2 3065513047592503552,9570.0,,12.44680736,80.34,17.1305,17.173475,17.04496
Gaia DR2 3069393533363583616,8146.0,,10.1690886,98.34,18.013828,18.11293,17.869843
Gaia DR2 3073747187092773632,4848.0,,35.83286646,27.91,17.122232,17.622421,16.472355
Gaia DR2 3080726856841147264,4595.0,,15.7228801,63.60,19.129702,19.819443,18.446442
Gaia DR2 3080914632816248448,4549.0,,26.89800031,37.18,18.000967,18.565098,17.277864
Gaia DR2 3083265904070625792,9057.0,,10.88336175,91.88,17.425432,17.501137,17.357908
Gaia DR2 308651262017484544,4664.0,,15.89390871,62.92,18.915548,19.464987,18.256659
Gaia DR2 3089331767983800192,4972.0,,18.27952088,54.71,18.58349,19.082987,17.908033
Gaia DR2 3101096508041289216,8563.0,,15.52366511,64.42,17.403765,17.513556,17.18266
Gaia DR2 3103811515783541504,4062.0,,49.0190786,20.40,17.019897,17.716751,16.227835
Gaia DR2 3103852747474376832,6571.0,,23.17688517,43.15,17.122349,17.351439,16.741755
Gaia DR2 31067426892323584,7561.0,,19.28026602,51.87,17.180384,17.29447,16.901245
Gaia DR2 3111116258726431616,9680.0,,14.38343736,69.52,16.746464,16.79947,16.654675
Gaia DR2 3118420619409587712,6310.0,,10.32082908,96.89,18.948812,19.143719,18.628881
Gaia DR2 3123417526096933248,8628.0,,11.71059592,85.39,17.657324,17.747429,17.503986
Gaia DR2 3126800650357306112,6977.0,,14.04032371,71.22,18.030964,18.243143,17.710669
Gaia DR2 3127156174867632640,7035.0,,16.16334264,61.87,17.813196,18.032215,17.476217
Gaia DR2 3128834506352463104,8520.0,,16.12586638,62.01,16.836958,16.925077,16.687862
Gaia DR2 3129655296079487872,6010.0,,25.63792961,39.00,17.265957,17.548944,16.832048
Gaia DR2 3130018336777730432,,,19.82697309,50.44,18.222795,18.499836,17.793194
Gaia DR2 3130054624958706432,8399.0,,14.41188816,69.39,17.49356,17.606628,17.299423
Gaia DR2 3133329172446540928,5935.0,,14.65406093,68.24,18.29348,18.536211,17.858639
Gaia DR2 313521312549882496,9421.0,,11.39820839,87.73,17.282883,17.330679,17.20559
Gaia DR2 3138984682302032512,7717.0,,21.64788893,46.19,17.302935,17.44704,17.02604
Gaia DR2 3139385763529290368,4947.0,,19.21090291,52.05,18.410408,18.892996,17.782047
Gaia DR2 3145382126287048832,10542.0,,14.17596345,70.54,16.547993,16.566132,16.507793
Gaia DR2 3148462541253976960,4432.0,,17.71272371,56.46,19.139807,19.723759,18.439537
Gaia DR2 3149491963312162176,7041.0,,12.30207937,81.29,18.26816,18.51822,17.974705
Gaia DR2 3150099301752709504,6369.0,,13.17767229,75.89,18.529919,18.748482,18.159206
Gaia DR2 3151443115414582016,8983.0,,21.42465604,46.68,16.499102,16.549383,16.4099
Gaia DR2 3161618477052648192,7750.0,,17.0036755,58.81,17.400331,17.54752,17.122843
Gaia DR2 316274416650957952,4742.0,,19.42091985,51.49,18.800735,19.427301,18.10627
Gaia DR2 3162817558907460224,8682.0,,13.03989989,76.69,17.472147,17.572344,17.271412
Gaia DR2 3164518640833807872,5872.0,,13.37537143,74.76,18.533787,18.83415,18.135174
Gaia DR2 3169911264333141632,8092.0,,10.74509366,93.07,18.416225,18.56388,18.199778
Gaia DR2 317446015009891328,5760.0,,10.86577414,92.03,19.247774,19.577778,18.862022
Gaia DR2 3176702982016268928,7682.0,,10.40554393,96.10,18.537836,18.70387,18.229448
Gaia DR2 3176715871214721408,5372.0,,16.76714117,59.64,18.626368,19.094809,18.076681
Gaia DR2 3177531704546560512,5711.0,,11.28920876,88.58,19.453724,19.826624,18.939272
Gaia DR2 3179926303432432896,4880.0,,13.44633915,74.37,19.1773,19.690807,18.533216
Gaia DR2 3180577660993161728,7534.0,,12.04924331,82.99,19.032448,19.181831,18.76082
Gaia DR2 3184260681348320000,6825.0,,10.26821943,97.39,18.823881,19.046698,18.46342
Gaia DR2 3186344118444502400,6119.0,,17.02104127,58.75,18.144733,18.468298,17.693394
Gaia DR2 3186716371850274048,4478.0,,18.17418907,55.02,18.918238,19.553183,18.21478
Gaia DR2 3188530840914150144,8494.0,,14.16754844,70.58,17.21515,17.29412,17.056631
Gaia DR2 3189033493821175552,7553.0,,14.97529417,66.78,17.640266,17.74411,17.37613
Gaia DR2 3191314048440629376,4673.0,,21.49455545,46.52,18.406252,18.995415,17.72157
Gaia DR2 3193194629937678464,6672.0,,17.95353791,55.70,17.42854,17.611996,17.13305
Gaia DR2 3195117435256996864,5295.0,,13.79767501,72.48,18.593662,19.069342,18.041931
Gaia DR2 3196090567469896448,4436.0,,21.05241315,47.50,18.626436,19.20402,17.88894
Gaia DR2 3198881613315343872,6717.0,,25.16705035,39.73,16.735083,16.92497,16.412466
Gaia DR2 3201530847924700544,4247.0,,10.3877168,96.27,20.075886,20.301842,19.632698
Gaia DR2 3204665315057342336,5609.0,,16.11038135,62.07,18.26593,18.578074,17.803577
Gaia DR2 3209150124204756224,6270.0,,24.8781359,40.20,17.066444,17.280218,16.696978
Gaia DR2 3219198487955502720,5009.0,,15.38475506,65.00,18.654942,19.060892,18.110384
Gaia DR2 3225459317616903168,4395.0,,22.05156789,45.35,18.545195,19.168354,17.802862
Gaia DR2 3227326352785075072,5340.0,,11.90544419,84.00,18.958523,19.266678,18.469568
Gaia DR2 3229556024930689024,5818.0,,14.04318797,71.21,18.273602,18.524101,17.815538
Gaia DR2 3234228090352921472,7038.0,,14.10561136,70.89,17.069498,17.250072,16.739729
Gaia DR2 3234395078681331840,8013.0,,11.37815883,87.89,18.159328,18.320559,17.944654
Gaia DR2 3234960571255236096,7183.0,,10.51490906,95.10,18.675005,18.87062,18.391766
Gaia DR2 3239578520091272320,9920.0,,14.64857539,68.27,16.777363,16.82932,16.694317
Gaia DR2 3246152023374303104,8912.0,,15.53006419,64.39,16.784966,16.85606,16.671286
Gaia DR2 3248429932292652416,4493.0,,20.47154505,48.85,17.807549,18.441996,17.086943
Gaia DR2 3249479592234269056,4362.0,,32.22465327,31.03,17.77562,18.423532,17.0391
Gaia DR2 3249530307209336832,10000.0,,12.54232649,79.73,17.028078,17.073952,16.952282
Gaia DR2 3251942081669060992,3301.0,,18.37444637,54.42,19.090923,19.742287,18.420362
Gaia DR2 3253038260402114944,8901.0,,10.86638652,92.03,17.769436,17.858387,17.623024
Gaia DR2 3254081490778611584,6772.0,,15.39916539,64.94,17.812845,17.970589,17.490692
Gaia DR2 3259405227298444544,4112.0,,14.90753949,67.08,19.472393,19.763145,19.298513
Gaia DR2 3260083965272439936,5139.0,,15.47322445,64.63,18.7099,19.205439,18.094494
Gaia DR2 3261444817070147968,6652.0,,13.51783645,73.98,18.607544,18.879734,18.200924
Gaia DR2 3265165117742493056,5649.0,,15.79149062,63.33,18.298458,18.559168,17.938383
Gaia DR2 3266534357610950912,4767.0,,16.04541238,62.32,18.59739,19.168293,17.96339
Gaia DR2 3275218193073023360,6141.0,,10.5442126,94.84,19.017437,19.262089,18.711525
Gaia DR2 3275979398716956160,5020.0,,11.59432865,86.25,19.601072,20.002542,19.104855
Gaia DR2 3276414466021403264,7015.0,-3.46,13.80924366,72.42,18.020584,18.187487,17.762486
Gaia DR2 3282023517214000000,5096.0,,12.53751199,79.76,19.101946,19.581343,18.512804
Gaia DR2 3282724696394667008,6750.0,,10.69807949,93.47,18.901924,19.122683,18.469166
Gaia DR2 3290811226460959360,5992.0,,15.62388885,64.00,18.393124,18.705494,17.991667
Gaia DR2 3293451020735654272,9277.0,,12.92905937,77.35,17.084763,17.138992,16.982534
Gaia DR2 3299044678766326912,5131.0,,12.00076686,83.33,19.143862,19.713047,18.576443
Gaia DR2 3300472360255236736,4779.0,,22.85613115,43.75,18.224237,18.772076,17.564743
Gaia DR2 3306516925429013248,6789.0,,12.67090001,78.92,18.331831,18.568438,17.968557
Gaia DR2 3311813685256807040,5754.0,,14.63928103,68.31,18.489979,18.83293,18.091595
Gaia DR2 331355288075289472,4951.0,,21.38944419,46.75,18.13387,18.628757,17.50306
Gaia DR2 3315373564607614208,9661.0,,22.06178101,45.33,15.866123,15.911213,15.755314
Gaia DR2 3318030740614678144,6777.0,,14.3107619,69.88,18.159508,18.39058,17.813602
Gaia DR2 3318612893365741824,5384.0,,11.16924293,89.53,19.202644,19.581873,18.737013
Gaia DR2 3323096740438265728,6173.0,,12.27314759,81.48,18.564491,18.837025,18.171255
Gaia DR2 3323118004821936768,4651.0,,11.97176817,83.53,20.27569,20.342203,20.220499
Gaia DR2 333157692573502080,4817.0,,18.57577664,53.83,18.679274,19.238605,18.00065
Gaia DR2 3334380100562482432,7856.0,,22.88763288,43.69,16.955729,17.091366,16.693653
Gaia DR2 3338064456654920960,4383.0,,18.7003433,53.47,18.966719,19.651724,18.26427
Gaia DR2 3342121551481066496,7030.0,,12.13370373,82.42,18.302336,18.508598,17.971191
Gaia DR2 334244594178112384,7342.0,,11.25239338,88.87,18.033955,18.173454,17.835798
Gaia DR2 3342910386649783296,8308.0,,14.26831346,70.09,17.510294,17.61308,17.301033
Gaia DR2 3345237326915314944,8672.0,,10.17084295,98.32,18.042257,18.15097,17.883976
Gaia DR2 3346603611845335424,4064.0,,28.23164538,35.42,18.335285,19.086218,17.551521
Gaia DR2 3354222505874657280,10241.0,,16.38545326,61.03,16.27563,16.293245,16.222761
Gaia DR2 3354434539820929920,10046.0,,20.88761004,47.88,15.848814,15.863725,15.767257
Gaia DR2 3366876029282753792,6554.0,,19.49321867,51.30,17.416906,17.626148,16.999962
Gaia DR2 3370182290811242624,4713.0,,23.57685658,42.41,18.19476,18.76344,17.51968
Gaia DR2 33728382471118720,9897.0,,22.178179,45.09,15.6097145,15.636689,15.561625
Gaia DR2 3379462649986675840,7896.0,,10.07253801,99.28,18.200714,18.371508,17.985945
Gaia DR2 3379719729547539072,6387.0,,10.90317714,91.72,18.52331,18.702225,18.162682
Gaia DR2 3380595937236322560,8010.0,,12.8107977,78.06,17.653511,17.778183,17.424784
Gaia DR2 338141469544446336,,,12.93316553,77.32,18.857822,19.170553,18.405123
Gaia DR2 3383000470383852672,9245.0,,27.89540092,35.85,15.514355,15.565929,15.402416
Gaia DR2 3385139226657814272,7298.0,,15.2924777,65.39,17.356777,17.553392,17.057087
Gaia DR2 3392962110153133056,4954.0,,22.42657576,44.59,17.987223,18.415628,17.4109
Gaia DR2 3396724501505528960,8318.0,,12.526123,79.83,17.899055,18.038794,17.66047
Gaia DR2 339985316184848384,5320.0,,13.10622953,76.30,19.183395,19.588741,18.640306
Gaia DR2 3403008107379887744,5039.0,,13.16534438,75.96,19.204338,19.681402,18.573694
Gaia DR2 3407902583391122048,4611.0,,19.35682204,51.66,18.663008,19.243452,17.984264
Gaia DR2 3409280550631097088,5869.0,,11.07249349,90.31,19.142296,19.402767,18.665062
Gaia DR2 3413847990652353536,6475.0,,11.83538427,84.49,18.7529,19.02767,18.368467
Gaia DR2 3418311728688813440,8504.0,,11.90306112,84.01,17.884167,17.986185,17.716845
Gaia DR2 3418323518373409536,6858.0,,15.03096862,66.53,18.043459,18.25388,17.691854
Gaia DR2 3422189774920460928,5447.0,,14.70178857,68.02,18.570335,18.873503,18.059368
Gaia DR2 3427482725113315200,4572.0,,19.29864738,51.82,18.077528,18.7022,17.376495
Gaia DR2 3433524747667276544,8672.0,,14.58463492,68.57,17.379887,17.505522,17.199095
Gaia DR2 3439504574796319232,8211.0,,16.71483344,59.83,17.461555,17.605333,17.25935
Gaia DR2 3442483156090480640,4693.0,,18.91024405,52.88,18.578157,19.137442,17.88943
Gaia DR2 3444809958919412992,,,16.07785874,62.20,18.356781,18.619074,17.9366
Gaia DR2 3444911290081835136,7319.0,,21.87592127,45.71,17.171415,17.351278,16.887766
Gaia DR2 3445742172986796544,5208.0,,12.27882541,81.44,19.262266,19.64868,18.824617
Gaia DR2 3451263611151284480,5605.0,,15.13856269,66.06,18.512758,18.809065,18.08057
Gaia DR2 3455987117387662720,9498.0,,11.78022129,84.89,17.294868,17.357096,17.169918
Gaia DR2 3457859512672377856,7108.0,,10.03958753,99.61,18.978743,19.104906,18.702358
Gaia DR2 3463728224704840064,7031.0,,13.13255358,76.15,18.23889,18.40404,17.942356
Gaia DR2 3465480983678640512,6180.0,,12.61514403,79.27,18.765259,18.986088,18.437092
Gaia DR2 3469061886891469440,8633.0,,18.50496301,54.04,16.80414,16.879192,16.671896
Gaia DR2 3469944348052483584,4740.0,,15.29511864,65.38,18.988228,19.547707,18.332767
Gaia DR2 347248758717125376,7074.0,,10.94013058,91.41,18.99065,19.165506,18.681946
Gaia DR2 3479615106870788864,6105.0,,25.38961281,39.39,17.108496,17.378994,16.685429
Gaia DR2 3480295184876191104,7573.0,,10.19120008,98.12,18.00152,18.132805,17.80609
Gaia DR2 3485680077432612480,7506.0,,11.73157777,85.24,18.436768,18.608967,18.180408
Gaia DR2 3487767809495171200,4780.0,,15.5685029,64.23,19.062262,19.650272,18.407497
Gaia DR2 3489869908224062592,5205.0,,14.5137634,68.90,18.866907,19.355183,18.29627
Gaia DR2 3489978652500890496,8852.0,,13.22641562,75.61,17.727266,17.817974,17.57407
Gaia DR2 3490527755479959936,6686.0,,34.04983611,29.37,16.290762,16.485447,15.96321
Gaia DR2 349112018609118336,4778.0,,17.72662991,56.41,18.646984,19.226042,18.024391
Gaia DR2 3493971632056308352,7758.0,,10.97089962,91.15,18.418318,18.566284,18.187584
Gaia DR2 3496246216672665344,9839.0,,15.68333797,63.76,17.016586,17.061722,16.917572
Gaia DR2 349839723508038784,4965.0,,10.15647659,98.46,19.09521,19.483528,18.440092
Gaia DR2 3507054858354224512,6883.0,,22.22400451,45.00,17.040735,17.252447,16.692825
Gaia DR2 3513268713958918528,6279.0,,11.16256036,89.59,18.930075,19.175882,18.542082
Gaia DR2 3514467181633566208,8187.0,,17.11438628,58.43,17.13778,17.26275,16.909212
Gaia DR2 3514596752206773248,6227.0,,10.47624336,95.45,19.085619,19.42248,18.702873
Gaia DR2 3519617951228451328,8674.0,,20.75914349,48.17,16.451372,16.5228,16.314734
Gaia DR2 3524299530004630528,4749.0,,19.63934584,50.92,18.44328,18.964134,17.74371
Gaia DR2 3524992810741634304,4597.0,,14.47177262,69.10,19.106926,19.694292,18.405148
Gaia DR2 3528871819044810368,8254.0,,27.81986001,35.95,15.721505,15.811216,15.544665
Gaia DR2 3529016744125888896,5428.0,,15.32326478,65.26,18.585049,18.88522,18.12315
Gaia DR2 3530520910392199680,7106.0,,25.1842279,39.71,16.81184,16.966652,16.535793
Gaia DR2 3531591697278801152,4729.0,,21.17679225,47.22,18.15654,18.705046,17.470142
Gaia DR2 3534764582895904640,10454.0,,16.10699712,62.08,16.39012,16.428743,16.342146
Gaia DR2 3537966562617898112,7098.0,,11.175914,89.48,18.841627,19.063566,18.535683
Gaia DR2 3539914970237898112,6994.0,,12.26750546,81.52,17.646404,17.861975,17.30926
Gaia DR2 3543791676439043840,5129.0,,23.10611864,43.28,17.914057,18.381933,17.290577
Gaia DR2 3547000253230686080,7499.0,,12.10470957,82.61,18.19777,18.37933,17.912899
Gaia DR2 3548638181958353664,4918.0,,16.59592883,60.26,18.696331,19.16857,18.049322
Gaia DR2 3551152013432136832,4747.0,,12.92124384,77.39,20.261715,20.356497,20.253763
Gaia DR2 3554440029940881024,5882.0,,15.78247913,63.36,18.121275,18.368158,17.76815
