,source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_flux_over_error,M_G,bp_rp,ra2,dec2,u_mag,u_mag_error,g_mag,g_mag_error,r_mag,r_mag_error,i_mag,i_mag_error,z_mag,z_mag_error,clean_flag,ra3,dec3,g_mean_psf_mag,g_mean_psf_mag_error,r_mean_psf_mag,r_mean_psf_mag_error,i_mean_psf_mag,i_mean_psf_mag_error,z_mean_psf_mag,z_mean_psf_mag_error,y_mean_psf_mag,y_mean_psf_mag_error,sdssdr9_oid
4029,1232045934759720192,213.06115792105268,15.548192475316394,27.4104824036052,0.118880846,-660.4018841312306,0.117314786,29.380907262547044,0.11038921,17.889595,954.35016,18.389997,52.488007,17.261707,96.60283,15.079178426031945,1.1282902,213.0631782208975,15.548089790845879,20.2426,0.04902093,18.591658,0.017924383,17.860899,0.019075248,17.593987,0.011980006,17.463705,0.019623177,1,213.06168,15.548166,18.4762992858887,0.00887900032103062,17.8465003967285,0.00713399983942509,17.5981998443604,0.00420300010591745,17.4937000274658,0.00690100016072392,17.4762992858887,0.0202459990978241,201044049
4030,92597914738232448,31.564817093600006,18.607116986252514,27.450762980029264,0.1477889,785.6530700281362,0.16849606,97.30502183092693,0.14748734,18.15052,665.65826,18.819712,28.812529,17.389555,83.35635,15.343292424450246,1.4301567,31.563236329611186,18.606945713672193,21.216148,0.1205333,19.266653,0.028334944,18.16959,0.018306801,17.730011,0.02334269,17.511276,0.029947748,1,31.563932,18.607014,18.9957008361816,0.0198989994823933,18.104700088501,0.00593899982050061,17.7350006103516,0.00615300005301833,17.592399597168,0.0116330003365874,17.4941005706787,0.0129249999299645,224252579
4031,3032020450247993600,111.14659429384486,-13.643274488177477,27.596665727860515,0.12811232,198.85009946680623,0.112907395,-463.0542440582134,0.09906979,17.75323,933.48346,18.241848,73.24373,17.125593,165.10762,14.957512206730641,1.1162548,111.14613936853074,-13.64224561131285,20.051601,0.05450762,18.39176,0.008604499,17.71941,0.012725838,17.552202,0.014324931,17.377312,0.017434767,1,111.14635,-13.642708,18.3624992370605,0.0238869991153479,17.7206001281738,0.00810000021010637,17.4895992279053,0.00777899986132979,17.4062995910645,0.011307000182569,17.3950996398926,0.028711000457406,11335879
4032,643183348419998336,147.1939921992814,24.356707906311897,27.62382600470135,0.04945617,-70.38293615946826,0.053636633,-108.04827487595425,0.041177202,14.254345,2668.2893,14.180662,1174.4897,14.40109,1357.1365,11.460764089395422,-0.22042751,147.1942346710946,24.357042710676872,14.060511,0.018969813,14.104147,0.0243299,14.442814,0.011688091,14.677388,0.017832065,15.004733,0.015374891,1,147.19408,24.356813,14.1237001419067,0.00486000021919608,14.4470996856689,0.00630299979820848,14.7073001861572,0.00183399999514222,14.9837999343872,0.00345199997536838,15.101900100708,0.00404699984937906,267636206
4033,3690395231125833600,195.086928318218,1.5132531019308877,27.79825842197457,0.09628883,-374.0664893597065,0.1178569,142.9802735336531,0.121172786,17.27544,1142.6599,17.684414,107.112015,16.719585,135.11801,14.495528155831293,0.9648285,195.08855983157284,1.5126302220067476,19.086735,0.026334843,17.817774,0.031092072,17.252808,0.014817273,17.06504,0.013978702,16.935421,0.019591382,1,195.08737,1.5130755,17.7390003204346,0.0107389995828271,17.2600002288818,0.00454499991610646,17.036600112915,0.000837000028695911,16.992000579834,0.0060330000706017,16.982400894165,0.0122159998863935,90086031
4034,2610488514148351360,343.95859926848874,-7.834205455644702,27.81335016316558,0.05546747,549.1238346082113,0.053622242,-46.984957909269696,0.05008976,16.3549,1398.6658,16.574263,188.28275,15.973712,227.49959,13.57616687755781,0.60055065,343.95768682944197,-7.834094823671873,17.184544,0.73452586,16.648033,0.056488886,16.37888,0.06876998,16.335638,0.11060453,16.372908,0.07248738,0,343.95786,-7.834143,16.567699432373,0.00308099994435906,16.3726005554199,0.00156799994874746,16.3255004882813,0.00304899993352592,16.3819999694824,0.0172010008245707,16.4437999725342,0.0149109996855259,26482068
4035,1498447607777405312,212.4384138272362,42.266804579248316,27.86208403650869,0.02338002,-13.971582631278752,0.017872978,-9.905148319192701,0.024142593,15.066475,2342.2478,15.123166,756.4194,14.968113,680.719,12.291542903509086,0.15505314,212.43848911162917,42.26685813459655,15.425901,0.016505131,15.082299,0.019484825,15.122741,0.027937297,15.354271,0.011111063,15.42911,0.011018488,1,212.43842,42.26681,15.0804996490479,0.00464199995622039,15.1621999740601,0.00456999987363815,15.2826995849609,0.00234499992802739,15.443699836731,0.00395399983972311,15.5450000762939,0.00446499977260828,378379627
4036,3947104533054775168,186.58165632930147,18.60947273777522,27.880266896677057,0.051266715,-157.220339497992,0.054700874,-21.884493726068776,0.039447002,16.23231,1453.8251,16.360537,267.65533,15.991401,193.5068,13.458793976078328,0.36913586,186.582142158536,18.609538529181325,16.723324,0.01908036,16.366909,0.01353128,16.278793,0.015423036,16.300219,0.016344203,16.401487,0.015164059,1,186.58171,18.609482,16.360200881958,0.00543599994853139,16.2945003509521,0.000979000004008412,16.3304996490479,0.00274199992418289,16.3976001739502,0.00392499985173345,16.50119972229,0.00616799993440509,224271915
4037,933287876501371520,120.38204021412537,48.88128341704078,27.909078582449638,0.10055483,-110.66908206961074,0.0980697,4.911164373946337,0.07351284,17.442001,930.9899,17.850681,68.91339,16.802961,145.83423,14.67072883529124,1.04772,120.3826098411815,48.88126477516718,19.478527,0.029199716,18.03289,0.016812919,17.397385,0.015160316,17.14038,0.016541868,17.056189,0.020378342,1,120.3821,48.88128,17.9188995361328,0.00506900018081069,17.3817005157471,0.00488799996674061,17.146900177002,0.00216999999247491,17.0802001953125,0.00516400020569563,17.0520992279053,0.0104329995810986,408531305
4038,843807902246527232,167.4227076957246,55.20716219437623,27.93046466521592,0.05989619,91.80630812114556,0.04550084,-182.3356022820327,0.053762406,17.079435,1984.0177,17.277185,256.29932,16.756678,205.43825,14.309826153020165,0.5205078,167.42206363013167,55.207867360222615,17.823748,0.02166664,17.290777,0.014793818,17.109547,0.013142315,17.058022,0.019219441,17.082745,0.021516744,1,167.42264,55.207233,17.2663993835449,0.00300100003369153,17.1067008972168,0.00381099991500378,17.0732002258301,0.00301100010983646,17.1368007659912,0.00455400021746755,17.159200668335,0.00833399966359138,429802165
4039,3209308900555979776,81.1510733048046,-5.586899029989481,27.97647273961461,0.024371896,-10.11543996971228,0.024588361,-144.7443972412992,0.019959966,13.860518,1780.602,13.803079,955.38293,14.008339,1611.9093,11.094483245332619,-0.20526028,81.15112338658459,-5.586304868210977,13.870648,0.017155379,14.528869,0.025188599,14.012036,0.016818838,14.287471,0.016433114,14.572574,0.022889277,1,81.15108,-5.5868406,13.7284002304077,0.00265399995259941,14.0419998168945,0.00284600001759827,14.3238000869751,0.00527600012719631,14.5795001983643,0.00264200009405613,14.7321996688843,0.00189600000157952,35785664
